    5.37    60.49    50932  1600.0     0.0    38.0    14.0
    4.56    61.17    51149  1610.0     0.0    38.0    14.0
    3.60    61.89    51378  1620.0     0.0    38.0    14.0
    2.47    62.64    51600  1630.0     0.0    38.0    14.0
    1.15    63.39    51790  1640.0     0.0    38.0    14.0
  359.66    64.08    51888  1650.0     0.0    38.0    14.0
  358.02    64.66    51825  1660.0     0.0    38.0    14.0
  356.27    65.07    51528  1670.0     0.0    38.0    14.0
  354.46    65.26    50956  1680.0     0.0    38.0    14.0
  352.66    65.24    50199  1690.0     0.0    38.0    14.0
  350.92    65.02    49380  1700.0     0.0    38.0    14.0
  349.35    64.63    48625  1710.0     0.0    38.0    14.0
  348.01    64.10    48033  1720.0     0.0    38.0    14.0
  346.90    63.46    47602  1730.0     0.0    38.0    14.0
  345.98    62.75    47309  1740.0     0.0    38.0    14.0
  345.22    62.01    47127  1750.0     0.0    38.0    14.0
  344.58    61.26    47023  1760.0     0.0    38.0    14.0
  344.06    60.53    46936  1770.0     0.0    38.0    14.0
  343.68    59.83    46796  1780.0     0.0    38.0    14.0
  343.46    59.17    46534  1790.0     0.0    38.0    14.0
  343.40    58.55    46101  1800.0     0.0    38.0    14.0
  343.52    57.97    45540  1810.0     0.0    38.0    14.0
  343.85    57.39    44919  1820.0     0.0    38.0    14.0
  344.42    56.80    44304  1830.0     0.0    38.0    14.0
  345.22    56.19    43753  1840.0     0.0    38.0    14.0
  346.18    55.58    43284  1850.0     0.0    38.0    14.0
  347.19    54.97    42900  1860.0     0.0    38.0    14.0
  348.14    54.41    42605  1870.0     0.0    38.0    14.0
  348.98    53.92    42397  1880.0     0.0    38.0    14.0
  349.80    53.53    42277  1890.0     0.0    38.0    14.0
  350.83    53.38    42450  1900.0     0.0    38.0    14.0
  351.80    53.05    42321  1910.0     0.0    38.0    14.0
  353.34    53.01    42255  1920.0     0.0    38.0    14.0
  354.95    53.09    42408  1930.0     0.0    38.0    14.0
