tab 	pmag_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_method_codes	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_b_beta	specimen_correction	specimen_dck	specimen_dpal	specimen_dt	specimen_dtr	specimen_f	specimen_frac	specimen_gmax	specimen_int	specimen_int_alpha	specimen_int_corr_anisotropy	specimen_int_corr_cooling_rate	specimen_int_corr_nlt	specimen_int_dang	specimen_int_mad	specimen_int_mad_anc	specimen_int_n	specimen_int_ptrm_n	specimen_k_prime	specimen_lab_field_dc	specimen_q	specimen_scat
This study	Hawaii	hw241d	hw241	hw241d4	hw241d4 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	623	373	K	0.06	u	2.26	3.58	-999.00	nan	0.55	0.56	0.31	4.15e-05	7.83	1.00			8.48	10.63	3.74	9	4	-0.00	2.00e-05	7.20	1
This study	Hawaii	hw241d	hw241	hw241d5	hw241d5 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	673	373	K	0.02	u	0.88	1.62	-999.00	nan	0.62	0.66	0.24	3.56e-05	14.99	1.00			16.46	11.08	5.86	11	5	0.11	2.00e-05	28.01	1
This study	Hawaii	hw241d	hw241	hw241d6	hw241d6 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	698	273	K	0.02	u	3.39	3.68	-999.00	nan	0.73	0.74	0.34	3.93e-05	14.15	1.00			15.67	10.88	5.84	13	5	0.11	2.00e-05	24.89	1
This study	Hawaii	hw241e	hw241	hw241e1	hw241e1 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	773	423	K	0.03	u	4.12	4.38	-999.00	nan	0.61	0.65	0.21	4.03e-05	0.77	1.00			1.04	2.24	1.22	14	7	0.00	2.00e-05	19.44	1
This study	Hawaii	hw241e	hw241	hw241e2	hw241e2 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	673	273	K	0.04	u	2.17	0.94	-999.00	nan	0.70	0.70	0.36	4.05e-05	4.78	1.00			5.02	3.78	1.34	12	5	-0.00	2.00e-05	14.22	1
This study	Hawaii	hw241e	hw241	hw241e3	hw241e3 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	773	273	K	0.05	u	3.43	0.56	-999.00	nan	1.00	0.99	0.20	3.46e-05	0.56	1.00			0.90	1.89	1.25	16	7	-0.06	2.00e-05	16.71	0
This study	Hawaii	hw241e	hw241	hw241e5	hw241e5 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	673	373	K	0.04	u	2.02	4.30	-999.00	nan	0.58	0.58	0.35	3.69e-05	4.39	1.00			4.61	5.48	1.57	11	5	0.17	2.00e-05	12.31	1
This study	Hawaii	hw241e	hw241	hw241e6	hw241e6 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	698	273	K	0.04	u	2.08	4.35	-999.00	nan	0.86	0.86	0.23	3.39e-05	2.08	1.00			2.48	2.54	1.37	13	5	-0.00	2.00e-05	17.28	1
This study	Krafla	kf	kf	kf011	kf011 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:IE-TT	523	273	K	0.02	u	0.19	0.32	-999.00	nan	0.66	0.67	0.37	4.31e-05	3.29	1.00			3.81	2.15	1.53	5	1	-0.08	8.00e-05	19.40	1
This study	Krafla	kf	kf	kf031	kf031 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:IE-TT	473	273	K	0.02	u	1.35	3.05	-999.00	nan	0.68	0.67	0.54	4.37e-05	0.82	1.00			0.95	0.79	0.45	6	1	0.06	6.00e-05	19.96	1
This study	Krafla	kf	kf	kf072	kf072 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:IE-TT	623	273	K	0.01	u	2.40	4.71	-999.00	nan	0.76	0.70	0.36	4.11e-05	2.06	1.00			2.52	1.01	1.06	9	3	-0.02	6.00e-05	45.92	1
This study	Paracutin	p1cy_u	P	p1cy_u	p1cy_u : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	873	373	K	0.04	u	2.28	4.07	-999.00	0.36	1.01	0.96	0.59	3.85e-05	5.01	1.00			5.58	8.90	3.38	13	5	0.25	5.03e-05	14.27	1
This study	Paracutin	p1cz_u	P	p1cz_u	p1cz_u : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	673	273	K	0.02	u	0.77	0.51	-999.00	0.56	0.61	0.62	0.17	5.29e-05	7.09	1.00			7.81	3.06	2.44	11	3	0.05	5.03e-05	33.78	1
This study	Paracutin	p1e_u	P	p1e_u	p1e_u : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	648	498	K	0.07	u	1.45	1.60	-999.00	5.87	0.50	0.52	0.20	5.01e-05	1.52	1.00			1.65	0.80	0.50	7	4	-0.29	5.03e-05	5.59	1
This study	Paracutin	p1fy_u	P	p1fy_u	p1fy_u : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	623	273	K	0.02	u	0.18	0.25	-999.00	5.77	0.77	0.78	0.21	5.22e-05	2.00	1.00			2.29	2.56	1.20	9	2	0.05	5.03e-05	27.49	1
This study	Paracutin	p1ga_u	P	p1ga_u	p1ga_u : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	598	373	K	0.09	u	3.30	4.53	-999.00	5.19	0.84	0.78	0.22	7.39e-05	3.97	1.00			4.80	2.50	2.10	9	3	0.47	5.03e-05	7.51	0
This study	Paracutin	p1gb_u	P	p1gb_u	p1gb_u : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	873	373	K	0.01	u	4.30	3.43	-999.00	nan	0.98	0.98	0.21	5.04e-05	0.69	1.00			1.00	1.15	0.79	12	3	0.00	5.03e-05	82.95	1
This study	Paracutin	p1gc_u	P	p1gc_u	p1gc_u : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	623	273	K	0.02	u	3.04	4.89	-999.00	0.25	0.80	0.79	0.21	5.20e-05	1.18	1.00			1.41	1.01	0.66	9	2	0.17	5.03e-05	28.95	1
This study	Paracutin	p1h_u	P	p1h_u	p1h_u : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	573	423	K	0.04	u	4.60	1.47	-999.00	7.73	0.82	0.82	0.31	5.26e-05	2.33	1.00			3.46	2.88	2.31	6	3	-0.18	5.03e-05	17.01	1
This study	Paracutin	p1hb_u	P	p1hb_u	p1hb_u : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	623	498	K	0.04	u	2.49	4.62	-999.00	1.01	0.58	0.55	0.27	5.27e-05	5.62	1.00			6.45	7.69	3.53	6	2	0.24	5.03e-05	10.79	1
This study	Paracutin	p1ka_u	P	p1ka_u	p1ka_u : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	823	548	K	0.01	u	1.65	2.20	-999.00	4.14	0.66	0.65	0.32	5.23e-05	0.40	1.00			0.50	0.27	0.23	8	4	-0.07	5.03e-05	39.02	1
This study	Paracutin	p1kd_u	P	p1kd_u	p1kd_u : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	523	273	K	0.02	u	0.50	0.82	-999.00	1.09	0.70	0.69	0.39	4.96e-05	1.28	1.00			1.47	0.32	0.51	5	1	0.10	5.03e-05	21.71	1
This study	Paracutin	p1l_u	P	p1l_u	p1l_u : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	548	373	K	0.06	u	2.05	0.11	-999.00	0.98	0.81	0.83	0.53	3.79e-05	0.76	1.00			1.21	1.49	1.08	6	1	-0.14	5.03e-05	8.18	1
This study	Paracutin	p1na_u	P	p1na_u	p1na_u : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	723	498	K	0.06	u	3.13	0.06	-999.00	5.56	0.74	0.72	0.29	4.98e-05	0.21	1.00			0.37	1.02	0.69	8	3	-0.34	5.03e-05	8.90	1
This study	Paracutin	p2aa_u	P	p2aa_u	p2aa_u : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	673	423	K	0.01	u	1.26	0.86	-999.00	0.31	0.82	0.82	0.37	5.12e-05	1.58	1.00			2.18	2.90	1.82	8	3	-0.06	5.03e-05	50.56	1
This study	Paracutin	p2ab_u	P	p2ab_u	p2ab_u : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	673	473	K	0.09	u	2.94	4.79	-999.00	3.99	0.81	0.83	0.31	4.67e-05	0.68	1.00			0.90	1.06	0.65	8	3	-0.47	5.03e-05	7.65	0
This study	Paracutin	p2ac_u	P	p2ac_u	p2ac_u : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	623	373	K	0.05	u	3.31	2.77	-999.00	0.69	0.87	0.89	0.33	5.00e-05	0.14	1.00			0.25	0.81	0.55	8	2	-0.22	5.03e-05	13.61	1
This study	Paracutin	p2b_u	P	p2b_u	p2b_u : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	523	273	K	0.04	u	0.52	0.94	-999.00	4.13	0.56	0.59	0.38	6.35e-05	9.46	1.00			10.19	9.08	3.63	5	1	-0.17	5.03e-05	8.49	1
This study	Paracutin	p2ey_u	P	p2ey_u	p2ey_u : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	673	473	K	0.03	u	3.31	4.49	-999.00	5.49	0.80	0.82	0.27	5.07e-05	0.34	1.00			0.54	0.68	0.49	8	3	-0.18	5.03e-05	20.10	1
This study	Paracutin	p2kx_u	P	p2kx_u	p2kx_u : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	598	498	K	0.04	u	0.20	0.37	-999.00	2.72	0.62	0.63	0.33	4.50e-05	1.34	1.00			1.52	0.97	0.60	5	2	-0.18	5.03e-05	12.85	1
This study	Paracutin	p2na_u	P	p2na_u	p2na_u : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	548	273	K	0.04	u	0.82	1.80	-999.00	3.92	0.86	0.89	0.43	5.35e-05	1.16	1.00			1.66	0.61	0.83	6	1	-0.15	5.03e-05	15.95	1
This study	Paracutin	p2nb_u	P	p2nb_u	p2nb_u : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	673	473	K	0.03	u	3.01	4.92	-999.00	0.07	0.70	0.69	0.26	5.43e-05	4.96	1.00			6.41	2.05	2.86	8	3	-0.14	5.03e-05	21.14	1
This study	Paracutin	p2o_u	P	p2o_u	p2o_u : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	723	473	K	0.04	u	0.58	0.61	-999.00	3.11	0.81	0.84	0.41	4.23e-05	2.37	1.00			4.22	2.66	2.74	8	3	-0.19	5.03e-05	14.98	1
This study	Paracutin	p2s_u	P	p2s_u	p2s_u : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	598	473	K	0.05	u	3.50	4.84	-999.00	0.77	0.73	0.58	0.32	6.56e-05	8.72	1.00			11.71	5.32	5.79	6	2	0.29	5.03e-05	11.38	1
This study	HUJI	remag-rs61	remag-rs61	remag-rs61c	remag-rs61c : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	813	423	K	0.09	u	3.56	1.03	-999.00	nan	1.09	0.96	0.22	4.19e-05	0.08	1.00			0.12	1.04	0.55	15	5	0.74	8.00e-05	11.12	0
This study	HUJI	remag-rs61	remag-rs61	remag-rs61e	remag-rs61e : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	796	273	K	0.09	u	2.62	1.98	-999.00	nan	1.08	0.99	0.22	4.18e-05	0.28	1.00			0.63	0.81	0.68	15	5	0.67	8.00e-05	10.92	0
This study	HUJI	remag-rs62	remag-rs62	remag-rs62a	remag-rs62a : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	796	273	K	0.08	u	3.28	0.73	-999.00	nan	1.03	0.84	0.25	6.05e-05	2.20	1.00			3.19	8.73	5.15	15	5	0.59	8.00e-05	10.93	0
This study	HUJI	remag-rs62	remag-rs62	remag-rs62g	remag-rs62g : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	796	273	K	0.07	u	3.78	1.99	-999.00	nan	1.06	0.96	0.23	6.06e-05	2.25	1.00			5.52	4.69	4.52	15	5	0.50	8.00e-05	13.88	0
This study	HUJI	remag-rs62	remag-rs62	remag-rs62h	remag-rs62h : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	796	423	K	0.08	u	3.92	2.83	-999.00	nan	1.03	0.92	0.23	6.06e-05	1.77	1.00			3.52	3.47	3.02	14	5	0.56	8.00e-05	11.79	0
This study	HUJI	remag-rs63	remag-rs63	remag-rs63i	remag-rs63i : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	813	737	K	0.06	u	4.17	1.16	-999.00	nan	0.89	0.75	0.30	6.95e-05	1.05	1.00			2.01	2.97	2.29	11	5	0.26	8.00e-05	11.59	0
This study	HUJI	remag-rs63	remag-rs63	remag-rs63j	remag-rs63j : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	796	737	K	0.09	u	3.43	4.89	-999.00	nan	0.87	0.73	0.29	6.93e-05	0.82	1.00			1.48	2.50	1.82	10	5	0.30	8.00e-05	8.20	0
This study	HUJI	rs25	rs25	rs25a	rs25a : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM : LP-TRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:LP-TRM:DA-NL:IE-TT	807	779	K	0.01	c	4.15	3.29	-999.00	nan	0.78	0.60	0.46	3.24e-05	0.53	1.00			0.73	4.28	2.27	5	8	0.03	4.00e-05	47.86	1
This study	HUJI	rs25	rs25	rs25b	rs25b : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	807	730	K	0.03	u	3.53	4.76	-999.00	nan	0.95	0.88	0.29	2.86e-05	0.08	1.00			0.11	0.53	0.24	12	8	0.22	4.00e-05	23.18	1
This study	HUJI	rs25	rs25	rs25c	rs25c : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM : LP-TRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:LP-TRM:DA-NL:IE-TT	807	273	K	0.02	c	3.81	4.45	-999.00	nan	0.99	0.99	0.20	2.75e-05	1.70	1.00			1.84	7.19	2.02	25	6	0.19	4.00e-05	33.76	0
This study	HUJI	rs25	rs25	rs25d	rs25d : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM : LP-TRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:LP-TRM:DA-NL:IE-TT	800	758	K	0.02	c	4.45	4.56	-999.00	nan	0.87	0.65	0.40	2.80e-05	1.41	1.00			1.70	2.92	1.36	7	8	0.03	4.00e-05	36.46	1
This study	HUJI	rs25	rs25	rs25e	rs25e : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM : LP-TRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:LP-TRM:DA-NL:IE-TT	786	730	K	0.05	c	1.96	4.80	-999.00	nan	0.59	0.56	0.40	2.64e-05	0.59	1.00			0.62	2.64	0.63	9	7	0.15	4.00e-05	9.52	1
This study	HUJI	rs26	rs26	rs26c	rs26c : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM : LP-TRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:LP-TRM:DA-NL:IE-TT	807	779	K	0.07	c	3.27	2.91	-999.00	nan	0.71	0.59	0.39	5.17e-05	0.34	1.00			0.58	0.57	0.47	5	8	0.19	4.00e-05	6.41	1
This study	HUJI	rs26	rs26	rs26d	rs26d : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM : LP-TRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:LP-TRM:DA-NL:IE-TT	807	779	K	0.03	c	4.20	4.80	-999.00	nan	0.73	0.49	0.43	5.02e-05	0.60	1.00			1.05	2.96	2.00	5	5	0.17	4.00e-05	15.25	1
This study	HUJI	rs27	rs27	rs27a	rs27a : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM : LP-TRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:LP-TRM:DA-NL:IE-TT	786	273	K	0.03	c	1.99	4.70	-999.00	nan	0.82	0.79	0.34	7.71e-05	0.49	1.00			0.51	1.51	0.33	21	6	0.27	4.00e-05	19.45	1
This study	HUJI	rs27	rs27	rs27c	rs27c : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM : LP-TRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:LP-TRM:DA-NL:IE-TT	786	723	K	0.02	c	3.45	2.96	-999.00	nan	0.50	0.50	0.39	8.82e-05	2.65	1.00			2.75	4.45	0.99	10	7	-0.11	4.00e-05	17.21	1
This study	HUJI	rs27	rs27	rs27d	rs27d : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM : LP-TRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:LP-TRM:DA-NL:IE-TT	786	273	K	0.01	c	2.10	3.54	-999.00	nan	0.97	0.94	0.38	8.60e-05	2.55	1.00			2.83	4.70	1.72	22	7	-0.00	4.00e-05	55.46	1
This study	HUJI	rs27	rs27	rs27f	rs27f : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	793	273	K	0.06	u	1.89	1.36	-999.00	nan	0.65	0.67	0.41	9.99e-05	2.54	1.00			2.73	2.63	0.98	8	2	-0.22	9.00e-05	8.44	1
This study	HUJI	rs27	rs27	rs27g	rs27g : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	786	733	K	0.04	u	1.40	0.49	-999.00	nan	0.78	0.79	0.43	8.65e-05	2.04	1.00			2.38	4.48	1.87	6	2	-0.00	9.00e-05	14.23	1
This study	HUJI	rs27	rs27	rs27h	rs27h : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	823	573	K	0.01	u	4.47	4.98	-999.00	nan	0.95	0.98	0.35	8.62e-05	0.29	1.00			0.38	1.08	0.56	10	3	0.00	9.00e-05	59.61	1
This study	HUJI	rs27	rs27	rs27j	rs27j : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	823	273	K	0.04	u	0.94	0.02	-999.00	nan	1.02	1.00	0.57	1.19e-04	0.85	1.00			2.47	2.28	2.19	11	3	0.09	9.00e-05	17.18	1
This study	Vesuvius	vm1a	VM	vm1a	vm1a : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	673	473	K	0.03	u	1.54	4.84	-999.00	4.88	0.58	0.52	0.24	2.95e-05	3.94	1.00			5.27	2.99	2.75	8	3	-0.00	5.03e-05	19.11	1
This study	Vesuvius	vm1dy	VM	vm1dy	vm1dy : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	923	273	K	0.10	u	4.84	3.47	-999.00	0.47	1.22	1.00	0.39	5.48e-05	1.05	1.00			2.87	2.08	2.16	14	6	0.83	5.03e-05	10.52	0
This study	Vesuvius	vm1f	VM	vm1f	vm1f : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	723	373	K	0.09	u	3.52	3.88	-999.00	2.62	1.05	0.84	0.61	1.14e-04	3.19	1.00			8.43	4.10	5.21	10	3	0.59	5.03e-05	8.36	0
This study	Vesuvius	vm1g	VM	vm1g	vm1g : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	673	473	K	0.05	u	2.62	3.15	-999.00	4.37	0.60	0.49	0.32	4.03e-05	6.22	1.00			8.65	5.14	4.76	8	3	-0.26	5.03e-05	9.39	1
This study	Vesuvius	vm1mx	VM	vm1mx	vm1mx : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	598	373	K	0.05	u	2.89	2.99	-999.00	5.68	0.67	0.66	0.32	3.01e-05	3.38	1.00			3.87	0.90	1.33	7	2	0.15	5.03e-05	10.02	1
This study	Vesuvius	vm1my	VM	vm1my	vm1my : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	673	373	K	0.02	u	3.40	0.02	-999.00	2.79	0.91	0.93	0.52	3.42e-05	4.61	1.00			9.31	3.53	5.28	9	3	-0.07	5.03e-05	29.85	1
This study	Vesuvius	vm1nx	VM	vm1nx	vm1nx : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	673	273	K	0.03	u	1.13	1.77	-999.00	0.76	0.54	0.53	0.23	3.74e-05	3.66	1.00			3.87	1.46	0.94	10	3	0.11	5.03e-05	14.89	1
This study	Vesuvius	vm1q	VM	vm1q	vm1q : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	548	273	K	0.07	u	2.05	1.69	-999.00	2.56	0.75	0.76	0.51	2.86e-05	6.29	1.00			7.88	2.34	3.34	6	1	0.01	5.03e-05	7.39	1
This study	Vesuvius	vm1ry	VM	vm1ry	vm1ry : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	673	373	K	0.06	u	4.92	1.23	-999.00	2.08	0.92	0.82	0.51	5.93e-05	4.48	1.00			8.03	4.52	4.99	9	3	0.31	5.03e-05	11.85	1
