tab 	pmag_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_method_codes	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_b_beta	specimen_correction	specimen_dck	specimen_dpal	specimen_dt	specimen_dtr	specimen_f	specimen_frac	specimen_gmax	specimen_int	specimen_int_alpha	specimen_int_corr_anisotropy	specimen_int_corr_cooling_rate	specimen_int_corr_nlt	specimen_int_dang	specimen_int_mad	specimen_int_mad_anc	specimen_int_n	specimen_int_ptrm_n	specimen_k_prime	specimen_lab_field_dc	specimen_q	specimen_scat
This study	Sakurajima	SW01	SW	SW01-02A-2	SW01-02A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	623	398	K	0.03	u	2.47	4.78	-999.00	0.83	0.64	0.66	0.22	5.11e-05	1.67	1.00			1.93	1.54	0.87	8	3	-0.00	4.50e-05	19.45	1
This study	Sakurajima	SW01	SW	SW01-03A-2	SW01-03A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	513	273	K	0.04	u	0.32	4.18	-999.00	1.27	0.69	0.68	0.48	5.02e-05	0.62	1.00			0.75	2.06	0.90	5	1	-0.17	4.50e-05	10.93	1
This study	Sakurajima	SW01	SW	SW01-04A-2	SW01-04A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	623	273	K	0.09	u	3.67	2.41	-999.00	0.42	0.57	0.57	0.30	4.82e-05	1.03	1.00			1.12	5.19	1.51	6	2	-0.25	4.50e-05	5.01	1
This study	Sakurajima	SW01	SW	SW01-05A-2	SW01-05A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	623	373	K	0.01	u	0.57	1.54	-999.00	0.92	0.53	0.54	0.21	4.96e-05	0.77	1.00			0.83	2.21	0.63	8	2	0.06	4.50e-05	41.00	1
This study	Sakurajima	SW01	SW	SW01-06A-2	SW01-06A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	573	273	K	0.04	u	0.89	1.57	-999.00	0.95	0.55	0.55	0.39	5.04e-05	2.46	1.00			2.67	2.00	0.91	5	1	-0.16	4.50e-05	9.23	1
This study	Sakurajima	SW01	SW	SW01-07A-2	SW01-07A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	613	273	K	0.04	u	3.02	3.95	-999.00	1.46	0.58	0.59	0.21	5.30e-05	3.09	1.00			3.36	2.90	1.22	7	2	-0.21	4.50e-05	11.93	1
This study	Sakurajima	SW01	SW	SW01-08A-2	SW01-08A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	543	273	K	0.02	u	0.33	0.25	-999.00	0.84	0.53	0.53	0.22	5.05e-05	0.63	1.00			0.66	1.41	0.36	7	1	-0.10	4.50e-05	20.03	1
This study	Sakurajima	SW01	SW	SW01-09A-2	SW01-09A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	543	273	K	0.03	u	0.27	3.61	-999.00	0.87	0.50	0.50	0.33	5.22e-05	1.31	1.00			1.39	1.80	0.54	5	1	0.01	4.50e-05	11.84	1
This study	Sakurajima	SW01	SW	SW01-10A-2	SW01-10A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	573	273	K	0.01	u	0.95	2.86	-999.00	0.94	0.61	0.61	0.22	5.20e-05	0.63	1.00			0.69	1.61	0.51	8	3	0.00	4.50e-05	39.72	1
This study	Sakurajima	SW01	SW	SW01-11A-2	SW01-11A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	613	273	K	0.03	u	0.93	0.26	-999.00	1.18	0.59	0.59	0.22	5.09e-05	1.08	1.00			1.17	1.39	0.49	7	2	-0.16	4.50e-05	16.51	1
This study	Sakurajima	SW01	SW	SW01-12A-2	SW01-12A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	543	273	K	0.03	u	1.61	4.15	-999.00	0.60	0.57	0.58	0.36	5.20e-05	0.45	1.00			0.49	1.17	0.38	5	1	-0.13	4.50e-05	12.39	1
This study	Sakurajima	SW01	SW	SW01-13A-2	SW01-13A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	543	408	K	0.02	u	3.25	0.47	-999.00	2.69	0.53	0.51	0.37	4.99e-05	3.78	1.00			4.40	2.28	1.75	5	2	-0.08	4.50e-05	20.15	1
This study	Sakurajima	SW01	SW	SW01-14A-2	SW01-14A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	583	273	K	0.03	u	0.96	0.83	-999.00	1.30	0.50	0.49	0.25	4.67e-05	2.17	1.00			2.29	3.38	0.93	7	2	0.00	4.50e-05	15.33	1
This study	Sakurajima	SW01	SW	SW01-15A-2	SW01-15A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	573	273	K	0.05	u	1.21	0.74	-999.00	0.49	0.58	0.58	0.38	4.91e-05	0.83	1.00			0.91	2.31	0.75	5	1	-0.13	4.50e-05	8.45	1
This study	Sakurajima	SW01	SW	SW01-17A-2	SW01-17A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	623	398	K	0.04	u	1.61	1.89	-999.00	1.66	0.53	0.52	0.24	4.94e-05	1.30	1.00			1.40	1.40	0.52	7	2	0.09	4.50e-05	12.33	1
This study	Sakurajima	SW01	SW	SW01-18A-2	SW01-18A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	773	483	K	0.02	u	1.65	1.69	-999.00	1.41	0.62	0.63	0.18	5.05e-05	2.04	1.00			2.69	1.20	1.29	8	5	0.01	4.50e-05	30.56	1
This study	Sakurajima	SW01	SW	SW01-19A-2	SW01-19A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	833	273	K	0.01	u	4.01	4.83	-999.00	2.44	0.99	0.98	0.24	5.16e-05	0.44	1.00			0.56	1.36	0.66	15	6	0.08	4.50e-05	94.18	1
This study	Sakurajima	TS01	TS	TS01-02A-2	TS01-02A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	773	433	K	0.10	u	3.08	3.40	-999.00	0.28	0.67	0.59	0.21	4.79e-05	0.13	1.00			0.17	0.86	0.39	7	3	0.48	4.50e-05	5.43	1
This study	Sakurajima	TS01	TS	TS01-04A-1	TS01-04A-1 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	523	273	K	0.02	u	0.93	4.68	-999.00	0.89	0.76	0.77	0.32	7.17e-05	0.59	1.00			0.72	1.14	0.55	5	1	-0.07	4.50e-05	35.90	1
This study	Sakurajima	TS01	TS	TS01-05A-2	TS01-05A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	873	473	K	0.05	u	2.65	3.10	-999.00	0.25	0.83	0.77	0.26	5.18e-05	2.83	1.00			4.21	3.83	2.96	6	3	0.29	4.50e-05	12.11	1
This study	Sakurajima	TS01	TS	TS01-06A-3	TS01-06A-3 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	623	273	K	0.03	u	1.87	4.47	-999.00	1.88	0.51	0.51	0.29	6.37e-05	1.02	1.00			1.07	1.81	0.46	7	3	-0.08	4.50e-05	15.78	1
This study	Sakurajima	TS01	TS	TS01-10A-2	TS01-10A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	873	433	K	0.08	u	2.97	4.01	-999.00	0.78	0.53	0.45	0.30	4.14e-05	1.53	1.00			2.48	0.88	1.32	8	3	0.39	4.50e-05	5.42	1
This study	Sakurajima	TS01	TS	TS01-11A-2	TS01-11A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	873	773	K	0.02	u	3.97	3.93	-999.00	1.00	0.65	0.65	0.36	4.53e-05	0.25	1.00			0.47	1.26	0.90	6	5	-0.00	4.50e-05	24.51	1
This study	Sakurajima	TS01	TS	TS01-14A-2	TS01-14A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	523	273	K	0.01	u	2.14	4.05	-999.00	1.14	0.54	0.54	0.65	5.68e-05	1.17	1.00			1.28	1.04	0.48	5	1	0.01	4.50e-05	24.71	1
This study	Sakurajima	TS01	TS	TS01-15A-2	TS01-15A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	773	273	K	0.03	u	4.81	0.63	-999.00	0.58	1.00	0.97	0.34	5.23e-05	0.69	1.00			1.15	0.82	0.77	11	4	0.10	4.50e-05	24.27	1
This study	Sakurajima	TS01	TS	TS01-16A-2	TS01-16A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	773	448	K	0.01	u	4.53	1.14	-999.00	0.50	0.75	0.77	0.45	5.18e-05	0.46	1.00			0.54	1.59	0.62	9	4	0.03	4.50e-05	42.55	1
This study	Sakurajima	TS01	TS	TS01-18A-2	TS01-18A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	693	273	K	0.05	u	3.29	1.27	-999.00	1.54	0.71	0.71	0.34	5.39e-05	0.41	1.00			0.46	2.47	0.82	8	3	-0.16	4.50e-05	10.28	1
This study	Sakurajima	TS01	TS	TS01-19A-2	TS01-19A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	623	373	K	0.05	u	0.66	1.97	-999.00	0.66	0.59	0.60	0.32	4.37e-05	2.70	1.00			3.13	2.26	1.36	6	2	0.00	4.50e-05	8.80	1
This study	Sakurajima	TS01	TS	TS01-20A-2	TS01-20A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	623	273	K	0.04	u	2.14	2.21	-999.00	0.29	0.58	0.58	0.30	4.55e-05	0.77	1.00			0.84	2.94	0.85	7	3	-0.14	4.50e-05	12.24	1
This study	Sakurajima	TS01	TS	TS01-21A-2	TS01-21A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	723	273	K	0.06	u	3.84	3.52	-999.00	3.22	0.78	0.76	0.30	5.05e-05	2.18	1.00			2.71	2.12	1.43	8	3	0.02	4.50e-05	10.99	1
This study	Sakurajima	TS01	TS	TS01-24A-2	TS01-24A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	623	373	K	0.03	u	1.03	4.32	-999.00	0.97	0.56	0.57	0.36	5.18e-05	0.53	1.00			0.60	1.25	0.46	6	2	-0.14	4.50e-05	15.57	1
This study	Sakurajima	TS01	TS	TS01-26A-2	TS01-26A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	523	273	K	0.02	u	0.14	4.31	-999.00	0.48	0.63	0.62	0.40	4.28e-05	1.37	1.00			1.57	1.94	0.86	5	1	0.10	4.50e-05	19.03	1
This study	Sakurajima	TS01	TS	TS01-27A-2	TS01-27A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	773	423	K	0.03	u	3.74	4.48	-999.00	1.42	0.63	0.68	0.28	5.53e-05	1.61	1.00			1.95	1.42	0.96	9	4	-0.19	4.50e-05	15.89	1
This study	Sakurajima	TS02	TS	TS02-01A-2	TS02-01A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	623	473	K	0.01	u	0.77	1.68	-999.00	0.81	0.59	0.59	0.50	5.13e-05	1.65	1.00			2.66	0.59	1.34	5	2	0.04	4.50e-05	42.38	1
This study	Sakurajima	TS02	TS	TS02-02A-2	TS02-02A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	573	273	K	0.02	u	2.09	4.87	-999.00	0.45	0.51	0.51	0.41	4.23e-05	5.36	1.00			5.72	1.35	1.43	8	3	-0.01	4.50e-05	21.24	1
This study	Sakurajima	TS02	TS	TS02-03A-2	TS02-03A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	498	273	K	0.02	u	1.31	4.28	-999.00	0.60	0.55	0.55	0.34	4.33e-05	3.88	1.00			4.17	2.04	1.18	5	1	0.00	4.50e-05	24.21	1
This study	Sakurajima	TS02	TS	TS02-05A-3	TS02-05A-3 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	498	273	K	0.01	u	0.91	2.96	-999.00	0.80	0.63	0.63	0.45	4.15e-05	0.66	1.00			0.74	1.41	0.53	5	1	-0.05	4.50e-05	30.14	1
This study	Sakurajima	TS02	TS	TS02-06A-2	TS02-06A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	673	423	K	0.03	u	2.36	2.19	-999.00	0.52	0.55	0.58	0.26	5.06e-05	0.91	1.00			1.23	1.26	0.85	8	4	-0.08	4.50e-05	13.93	1
This study	Sakurajima	TS02	TS	TS02-09A-3	TS02-09A-3 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	673	273	K	0.03	u	4.37	4.93	-999.00	1.09	0.60	0.60	0.31	4.69e-05	0.60	1.00			0.65	1.77	0.49	9	4	-0.13	4.50e-05	14.83	1
This study	Sakurajima	TS02	TS	TS02-10A-3	TS02-10A-3 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	573	423	K	0.03	u	1.32	2.91	-999.00	0.39	0.51	0.53	0.24	5.22e-05	0.97	1.00			1.08	1.10	0.47	7	3	-0.15	4.50e-05	14.69	1
This study	Sakurajima	TS02	TS	TS02-12A-2	TS02-12A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	673	423	K	0.03	u	1.79	1.71	-999.00	0.56	0.56	0.59	0.19	5.29e-05	0.67	1.00			0.83	0.82	0.48	8	4	0.15	4.50e-05	18.10	1
This study	Sakurajima	TS02	TS	TS02-13A-2	TS02-13A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	623	273	K	0.02	u	1.06	4.19	-999.00	1.02	0.87	0.87	0.25	5.21e-05	0.08	1.00			0.10	1.04	0.45	9	3	-0.08	4.50e-05	40.44	1
This study	Sakurajima	TS02	TS	TS02-14A-2	TS02-14A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	623	273	K	0.03	u	1.66	2.75	-999.00	0.72	0.68	0.67	0.40	5.28e-05	3.19	1.00			3.57	1.45	1.19	8	3	-0.08	4.50e-05	19.51	1
This study	Sakurajima	TS02	TS	TS02-15A-2	TS02-15A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	623	273	K	0.02	u	0.92	1.90	-999.00	0.47	0.62	0.63	0.28	5.03e-05	0.27	1.00			0.30	1.04	0.33	8	3	-0.10	4.50e-05	28.53	1
This study	Sakurajima	TS02	TS	TS02-16A-2	TS02-16A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	673	273	K	0.06	u	2.62	2.07	-999.00	2.72	0.77	0.77	0.29	6.17e-05	1.37	1.00			1.61	1.07	0.72	7	2	-0.09	4.50e-05	9.94	1
This study	Sakurajima	TS02	TS	TS02-19A-2	TS02-19A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	623	273	K	0.09	u	3.65	4.52	-999.00	2.59	0.62	0.64	0.35	6.63e-05	2.22	1.00			2.52	1.91	1.04	6	2	-0.42	4.50e-05	5.12	1
This study	Sakurajima	TS02	TS	TS02-21A-2	TS02-21A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	623	273	K	0.01	u	1.31	2.21	-999.00	0.60	0.77	0.78	0.43	4.99e-05	0.79	1.00			0.93	1.07	0.54	8	3	-0.06	4.50e-05	40.61	1
This study	Sakurajima	TS02	TS	TS02-22A-2	TS02-22A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	673	423	K	0.03	u	4.26	4.00	-999.00	0.87	0.56	0.56	0.19	5.10e-05	0.61	1.00			0.72	2.33	0.92	9	4	0.11	4.50e-05	13.97	1
This study	Sakurajima	TS02	TS	TS02-23A-2	TS02-23A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	573	273	K	0.06	u	0.07	1.53	-999.00	3.38	0.59	0.60	0.36	6.19e-05	1.34	1.00			1.49	1.79	0.72	5	1	-0.24	4.50e-05	7.44	1
This study	Sakurajima	TS02	TS	TS02-24A-2	TS02-24A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	573	273	K	0.02	u	0.91	2.58	-999.00	1.09	0.71	0.71	0.31	5.65e-05	0.68	1.00			0.76	1.06	0.40	7	2	-0.11	4.50e-05	28.70	1
This study	Sakurajima	TS02	TS	TS02-26A-2	TS02-26A-2 : LP-PI-TRM : LP-PI-ZI : LP-PI-ALT-PTRM : LP-PI-BT-MD	LP-PI-TRM:LP-PI-ZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	573	423	K	0.02	u	1.30	1.73	-999.00	0.20	0.52	0.54	0.25	5.29e-05	0.97	1.00			1.08	1.10	0.48	6	2	-0.06	4.50e-05	20.84	1
This study	Hawaii	hw108a	hw108	hw108a1	hw108a1 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	783	648	K	0.05	u	3.00	2.23	-999.00	nan	0.52	0.47	0.31	5.21e-05	0.93	1.00			1.53	1.18	1.05	7	7	-0.10	2.00e-05	8.29	1
This study	Hawaii	hw108a	hw108	hw108a2	hw108a2 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	573	373	K	0.02	u	0.50	0.88	-999.00	nan	0.65	0.61	0.59	4.01e-05	4.24	1.00			5.28	3.03	2.50	6	2	0.09	2.00e-05	19.16	1
This study	Hawaii	hw108a	hw108	hw108a3	hw108a3 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	573	273	K	0.02	u	1.24	1.28	-999.00	nan	0.54	0.51	0.51	4.57e-05	5.88	1.00			6.38	2.76	1.89	7	2	0.00	2.00e-05	19.32	1
This study	Hawaii	hw108a	hw108	hw108a4	hw108a4 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	648	373	K	0.04	u	1.77	1.28	-999.00	nan	0.72	0.67	0.48	4.01e-05	1.95	1.00			2.45	2.27	1.42	9	4	0.23	2.00e-05	14.42	1
This study	Hawaii	hw108a	hw108	hw108a5	hw108a5 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	573	273	K	0.01	u	2.37	3.82	-999.00	nan	0.92	0.91	0.53	4.08e-05	0.81	1.00			1.32	1.48	1.13	7	2	-0.01	2.00e-05	92.62	1
This study	Hawaii	hw108b	hw108	hw108b2	hw108b2 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	548	273	K	0.06	u	1.49	4.58	-999.00	nan	0.50	0.46	0.59	4.38e-05	3.72	1.00			4.00	2.41	1.21	6	2	0.12	2.00e-05	5.55	1
This study	Hawaii	hw108b	hw108	hw108b5	hw108b5 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	548	273	K	0.03	u	1.74	3.62	-999.00	nan	0.58	0.52	0.44	3.24e-05	4.12	1.00			4.55	8.37	2.94	6	2	-0.13	2.00e-05	11.83	1
This study	Hawaii	hw108c	hw108	hw108c1	hw108c1 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	623	373	K	0.01	u	2.19	2.89	-999.00	nan	0.85	0.86	0.59	4.00e-05	0.49	1.00			1.04	0.43	0.61	8	3	0.07	2.00e-05	35.68	1
This study	Hawaii	hw108c	hw108	hw108c10	hw108c10 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	548	373	K	0.05	u	2.37	3.95	-999.00	nan	0.56	0.49	0.31	3.72e-05	6.02	1.00			6.83	3.89	2.58	6	2	-0.00	2.00e-05	8.36	1
This study	Hawaii	hw108c	hw108	hw108c11	hw108c11 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	623	273	K	0.04	u	4.48	3.37	-999.00	nan	0.61	0.60	0.24	3.79e-05	3.12	1.00			3.46	7.19	2.52	10	4	0.16	2.00e-05	11.64	1
