Data	Ref	IDENT	SLAT	SLONG	AGE	DAGE	AgeMtd	Continent	Country	IntM	P	Ndir	INC	DEC	k	a95	Nint	F	DF	DF%	VDM	GROUP	TYPE	FORM	ROCKMAG	COMMENTS	LOCATION NAME
1161	84	Tagmyr 06	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	10	70	138		6	9	23	1	4	3.5	Plutonic		Dyke	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1162	84	Tagmyr 07	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	8	73	87		4	8	21	1	5	3	Volcanic	Basalt	Baked contact	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1163	84	Tagmyr 08	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	17	72	77		4	17	22	1	5	3.2	Plutonic		Dyke	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1164	84	Tagmyr 09	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	24	72	84		3	23	22	1	5	3.2	Volcanic	Basalt	Baked contact	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1165	84	Tagmyr 10	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	14	57	120		6	9	23	1	4	4.1	Volcanic	Basalt	Baked contact	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1166	84	Tagmyr 11	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	50	76	100		1	50	35	1	3	4.9	Sediment	Argilite	Baked contact	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1167	84	Tagmyr 12	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	72	70.5	85		1	75	30	1	3	4.5	Volcanic	Tuff	Baked contact	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1168	84	Tagmyr 13	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	14	73	83		2	9	31	4	13	4.5	Volcanic	Basalt	Lava Flow	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1169	84	Tagmyr 14	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	74	75	92		1	55	28	1	4	4	Volcanic	Tuff	Baked contact	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1170	84	Tagmyr 15	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	12	75	86		2	10	27	2	7	3.8	Volcanic	Basalt	Lava Flow	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1171	84	Tagmyr 16	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	24	77	108		1	25	29	1	3	4	Volcanic	Ignimbrite	Baked contact	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1172	84	Tagmyr 17	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	15	77	93		2	13	28	3	11	3.9	Volcanic	Basalt	Lava Flow	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1173	84	Tagmyr 18	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	55	66	104		2	52	24	1	4	3.8	Sediment	Argilite	Baked contact	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1174	84	Tagmyr 19	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	8	67	96		7	8	26	1	4	4.1	Volcanic	Tuff	Baked contact	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1175	84	Tagmyr 20	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	16	17	93		3	16	25	1	4	6.3	Volcanic	Basalt	Lava Flow	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1176	84	Tagmyr 21	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	49	66	50		2	23	20	1	5	3.2	Volcanic	Tuff	Baked contact	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1177	84	Tagmyr 22	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	18	66	47		4	16	21	1	5	3.3	Volcanic	Basalt	Lava Flow	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1178	84	Tagmyr 23	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	7	74	80		5	7	21	1	5	3	Volcanic	Basalt	Baked contact	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1179	84	Tagmyr 24	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	10	73	116		5	10	23	1	4	3.3	Volcanic	Ignimbrite	Baked contact	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1180	84	Tagmyr 25	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	9	57	111		4	7	22	2	9	3.9	Volcanic	Tuff	Baked contact	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1181	84	Tagmyr 26	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	12	60	100		4	10	22	1	5	3.8	Volcanic	Basalt	Lava Flow	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1182	84	Tagmyr 27	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	16	60	102		3	14	23	1	4	3.9	Volcanic	Scoria	Baked contact	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1183	84	Tagmyr 28	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	17	75	83		2	10	22	1	5	3.1	Volcanic		Baked contact	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1184	84	Tagmyr 29	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	15	77	97		5	13	22	1	5	3.1	Volcanic	Basalt	Baked contact	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1185	85	North Caucasus 01l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	WB	O	9	-28	230		6	9	36	3	8	8.5	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1186	85	North Caucasus 01r	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	12	-37	254		7	4	53	3	6	11.7	Volcanic	Tuff	Baked contact	Magnetitte and/or hematite	Right bank of the Aksaut river	
1187	85	North Caucasus 02l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	8	-26	246		7	8	33	2	6	7.9	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1188	85	North Caucasus 02r	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	5	-32	254		10	5	51	2	4	11.7	Volcanic	Tuff	Baked contact	Magnetitte and/or hematite	Right bank of the Aksaut river	
1189	85	North Caucasus 03l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	10	-6	244		6	8	32	2	6	8.2	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1190	85	North Caucasus 03r	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	13	-32	248		6	10	50	3	6	11.5	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Right bank of the Aksaut river	
1191	85	North Caucasus 04l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	WB	O	6	-12	241		8	6	43	3	7	10.9	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1192	85	North Caucasus 04r	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	11	-20	260		8	8	52	3	6	12.8	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Right bank of the Aksaut river	
1193	85	North Caucasus 05l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	WB	O	5	-28	235		9	10	38	3	8	9	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1194	85	North Caucasus 05r	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	5	-27	252		10	16	48	3	6	11.4	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Right bank of the Aksaut river	
1195	85	North Caucasus 06l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	8	-36	234		6	8	36	3	8	8	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1196	85	North Caucasus 06r	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	4	-40	234		10	4	48	3	6	10.3	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Right bank of the Aksaut river	
1197	85	North Caucasus 07l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	4	-28	224		10	8	36	3	8	8.5	Volcanic	Tuff	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1198	85	North Caucasus 07r	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	7	-44	238		9	7	41	4	10	8.5	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Right bank of the Aksaut river	
1199	85	North Caucasus 08l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	7	-44	242		8	8	41	2	5	8.5	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1200	85	North Caucasus 08r	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	11	-26	242		9	16	54	2	4	12.9	Volcanic	Porphyrite	Lava Flow	Magnetitte and/or hematite	Right bank of the Aksaut river	
1201	85	North Caucasus 09l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	5	-20	219		9	6	34	2	6	8.4	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1202	85	North Caucasus 09r	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	8	-31	237		10	13	51	3	6	11.8	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Right bank of the Aksaut river	
1203	85	North Caucasus 10l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	7	-41	241		6	7	29	2	7	6.2	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1204	85	North Caucasus 10r	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	8	-22	240		8	9	53	3	6	13	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Right bank of the Aksaut river	
1205	85	North Caucasus 11l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	WB	O	6	-42	232		9	9	44	3	7	9.3	Volcanic	Scoria	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1206	85	North Caucasus 11r	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	8	-5	228		7	12	53	3	6	13.7	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Right bank of the Aksaut river	
1207	85	North Caucasus 12l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	WB	O	8	-29	259		7	2	48			11.3	Volcanic	Porphyrite	Lava Flow	Magnetitte and/or hematite	Left bank of the Aksaut river	
1208	85	North Caucasus 12r	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	8	-10	235		9	18	52	2	4	13.3	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Right bank of the Aksaut river	
1209	85	North Caucasus 13l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	6	-20	248		9	4	48	2	4	11.9	Volcanic	Scoria	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1210	85	North Caucasus 13r	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	7	-13	234		8	13	42	3	7	10.6	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Right bank of the Aksaut river	
1211	85	North Caucasus 14l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	6	-16	227		6	6	31	2	6	7.8	Volcanic	Porphyrite	Lava Flow	Magnetitte and/or hematite	Left bank of the Aksaut river	
1212	85	North Caucasus 14r	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	7	-20	238		10	11	55	4	7	13.6	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Right bank of the Aksaut river	
1213	85	North Caucasus 15l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	8	-28	218		8	6	47	3	6	11.1	Volcanic	Scoria	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1214	85	North Caucasus 16l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	9	-30	224		7	9	41	2	5	9.6	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1215	85	North Caucasus 17l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	WB	O	14	-33	230		6	16	41	2	5	9.4	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1216	85	North Caucasus 18l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	11	-33	223		6	15	41	2	5	9.4	Volcanic	Scoria	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1217	85	North Caucasus 19l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	10	-25	222		8	9	42	2	5	10.1	Volcanic	Tuff	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1218	85	North Caucasus 20l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	WB	O	14	-23	227		7	12	50	1	2	12.2	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1219	85	North Caucasus 21l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	12	-25	244		6	13	42	1	2	10.1	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1220	85	North Caucasus 22l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	10	-12	250		5	10	37	1	3	9.4	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1221	85	North Caucasus 23l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	9	-8	240		8	10	35	2	6	9	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1222	85	North Caucasus 24l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	WB	O	10	-5	224		6	7	49	3	6	12.6	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1223	85	North Caucasus 25l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	10	-28	254		9	12	48	2	4	11.3	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1224	85	North Caucasus 26l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	5	-21	284		10	5	43	3	7	10.6	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1225	85	North Caucasus 27l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	WB	O	8	-20	252		6	10	47	3	6	11.6	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1226	85	North Caucasus 28l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	WB	O	11	-16	237		5	10	45	2	4	11.3	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1227	85	North Caucasus 29l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	WB	O	15	-30	230		6	6	46	3	7	10.7	Volcanic	Scoria	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1228	85	North Caucasus 30l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	WB	O	15	-20	233		6	13	46	1	2	11.4	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1229	85	North Caucasus 31l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	18	-20	228		5	14	47	1	2	11.6	Volcanic	Tuff	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1230	85	North Caucasus 32l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	WB	O	13	-28	224		8	13	49	1	2	11.6	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1231	85	North Caucasus 33l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	7	-18	236		7	7	47	2	4	11.7	Volcanic	Scoria	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1232	85	North Caucasus 34l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	16	-25	226		6	18	47	1	2	11.3	Volcanic	Tuff	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1233	85	North Caucasus 35l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	8	-28	229		8	8	47	2	4	11.1	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1234	85	North Caucasus 36l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	WB	O	9	-29	225		7	10	46	2	4	10.8	Volcanic	Tuff	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1235	85	North Caucasus 37l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	WB	O	4	-13	235		10	4	48	2	4	12.2	Volcanic	Tuff	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1236	85	North Caucasus 38l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	6	-40	249		9	6	46	2	4	9.9	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1237	85	North Caucasus 39l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	T-	O	6	-21	238		11	6	44	1	2	10.8	Volcanic	Tuff	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1238	85	North Caucasus 40l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	WB	O	8	-11	254		9	8	48	2	4	12.2	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1239	85	North Caucasus 41l	43	41	276.5	18.5	Geologic timescale	Europe	Russia	WB	O	17	-9	220		7	16	47	2	4	12	Volcanic	Tuff	Baked contact	Magnetitte and/or hematite	Left bank of the Aksaut river	
1240	86	Karzhantau 1	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	3	-24	132			2	48			11.6	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite	Mean : 24 specimens kappa=42 and alpha95=10	
1241	86	Karzhantau 2	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	3	-25	150			2	47			11.3	Volcanic	Tuff	Baked contact	Magnetitte and/or hematite		
1242	86	Karzhantau 3	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	2	-28	168			2	48			11.3	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite		
1243	86	Karzhantau 4	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	7	-32	174			8	49	2	4	11.3	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite		
1244	86	Karzhantau 5	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	4	-36	180			6	47	3	6	10.5	Volcanic	Scoria	Baked contact	Magnetitte and/or hematite		
1245	86	Karzhantau 6	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	5	-48	168			9	48	2	4	9.5	Volcanic	Tuff	Baked contact	Magnetitte and/or hematite		
1246	86	Kuramin 1-01	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	4	-40	125			12	48	1	2	10.3	Volcanic		Baked contact	Magnetitte and/or hematite		
1247	86	Kuramin 1-02	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	7	-47	142			12	48	1	2	9.6	Volcanic	Tuff	Baked contact	Magnetitte and/or hematite		
1248	86	Kuramin 1-03	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	8	-25	142			8	46	2	4	11.1	Volcanic		Baked contact	Magnetitte and/or hematite		
1249	86	Kuramin 1-04	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	7	-35	183			8	48	2	4	10.8			Baked contact	Magnetitte and/or hematite		
1250	86	Kuramin 1-05	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	7	-30	139			4	47	2	4	11			Baked contact	Magnetitte and/or hematite		
1251	86	Kuramin 1-06	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	8	-30	144			6	47	1	2	11	Volcanic		Baked contact	Magnetitte and/or hematite		
1252	86	Kuramin 1-07	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	5	-38	153			4	47	2	4	10.3	Volcanic	Tuff	Baked contact	Magnetitte and/or hematite		
1253	86	Kuramin 1-08	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	5	-35	147			6	48	1	2	10.8			Baked contact	Magnetitte and/or hematite		
1254	86	Kuramin 1-09	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	4	-47	149			3	47	3	6	9.4			Baked contact	Magnetitte and/or hematite		
1255	86	Kuramin 1-10	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	4	-32	158			3	47	4	9	10.8			Baked contact	Magnetitte and/or hematite		
1256	86	Kuramin 1-11	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	6	-37	160			6	49	2	4	10.8	Volcanic	Scoria	Baked contact	Magnetitte and/or hematite		
1257	86	Kuramin 1-13	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	8	-32	158			4	47	2	4	10.8	Volcanic	Porphyrite	Baked contact	Magnetitte and/or hematite		
1258	86	Kuramin 1-14	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	5	-31	160			5	48	1	2	11.1	Volcanic	Scoria	Baked contact	Magnetitte and/or hematite		
1259	86	Kuramin 1-15	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	3	-47	149			10	50	1	2	10	Volcanic		Baked contact	Magnetitte and/or hematite		
1260	86	Kuramin 1-16	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	4	-40	140			3	40	3	8	8.6	Volcanic		Lava Flow	Magnetitte and/or hematite		
1261	86	Kuramin 1-17	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	7	-31	173			8	48	1	2	11.1	Volcanic		Baked contact	Magnetitte and/or hematite		
1262	86	Kuramin 1-18	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	6	-36	155			6	48	3	6	10.7	Volcanic	Scoria	Baked contact	Magnetitte and/or hematite		
1263	86	Kuramin 1-19	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	5	-34	180			4	49	2	4	11.1	Volcanic		Baked contact	Magnetitte and/or hematite		
1264	86	Kuramin 1-20	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	4	-34	180			5	48	2	4	10.9			Baked contact	Magnetitte and/or hematite		
1265	86	Kuramin 1-21	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	6	-33	159			6	49	1	2	11.2			Baked contact	Magnetitte and/or hematite		
1266	86	Kuramin 1-22	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	4	-33	170			4	50	3	6	11.4	Volcanic	Tuff	Baked contact	Magnetitte and/or hematite		
1267	86	Kuramin 1-23	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	9	-30	158			14	47	1	2	11	Volcanic		Baked contact	Magnetitte and/or hematite		
1268	86	Kuramin 1-24	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	4	-30	154			6	46	2	4	10.7			Baked contact	Magnetitte and/or hematite		
1269	86	Kuramin 1-25	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	7	-34	168			5	49	2	4	11.1	Volcanic		Baked contact	Magnetitte and/or hematite		
1270	86	Kuramin 1-26	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	5	-32	168			9	48	1	2	11			Baked contact	Magnetitte and/or hematite		
1271	86	Kuramin 1-27	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O						5	49	2	4				Baked contact	Magnetitte and/or hematite		
1272	86	Kuramin 1-28	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	6	-24	156			7	48	1	2	11.6			Baked contact	Magnetitte and/or hematite		
1273	86	Kuramin 1-29	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	5	-39	146			5	48	3	6	10.4			Baked contact	Magnetitte and/or hematite		
1274	86	Kuramin 1-30	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	7	-33	130			5	47	2	4	10.7	Volcanic	Tuff	Baked contact	Magnetitte and/or hematite		
1275	86	Kuramin 1-31	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	5	-44	169			4	47	2	4	9.7	Volcanic	Tuff	Baked contact	Magnetitte and/or hematite		
1276	86	Kuramin 1-32	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	5	-47	151			3	47	4	9	9.4			Baked contact	Magnetitte and/or hematite		
1277	86	Kuramin 1-33	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	8	-44	155			6	46	2	4	9.5	Volcanic		Lava Flow	Magnetitte and/or hematite		
1278	86	Kuramin 1-34	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	5	-42	158			3	46	3	7	9.7			Baked contact	Magnetitte and/or hematite		
1279	86	Kuramin 1-35	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	4	-42	156			4	46	3	7	9.7			Baked contact	Magnetitte and/or hematite		
1280	86	Kuramin 1-36	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	9	-40	162			5	46	2	4	9.9			Baked contact	Magnetitte and/or hematite		
1281	86	Kuramin 1-37	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	5	-43	126			4	47	3	6	9.8	Volcanic		Lava Flow	Magnetitte and/or hematite		
1282	86	Kuramin 1-38	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	6	-42	94			2	48			10.1			Baked contact	Magnetitte and/or hematite		
1283	86	Kuramin 1-39	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	6	-30	108			3	47	4	9	11			Baked contact	Magnetitte and/or hematite		
1284	86	Kuramin 1-40	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	6	-31	114			1	47			10.9			Baked contact	Magnetitte and/or hematite		
1285	86	Kuramin 2-01	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	10	-36	120			4	40	4	10	8.9	Volcanic		Lava Flow	Magnetitte and/or hematite	Mean: 136 specimens kappa=25 and alpha95=8	
1286	86	Kuramin 2-02	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	9	-32	124			9	43	2	5	9.9			Baked contact	Magnetitte and/or hematite		
1287	86	Kuramin 2-03	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	13	-37	121			5	39	4	10	8.6			Baked contact	Magnetitte and/or hematite		
1288	86	Kuramin 2-04	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O						6	42	2	5		Volcanic	Tuff	Baked contact	Magnetitte and/or hematite		
1289	86	Kuramin 2-05	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	12	-32	122			17	37	1	3	8.5	Volcanic	Tuff	Baked contact	Magnetitte and/or hematite		
1290	86	Kuramin 2-06	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	11	-31	134			13	35	1	3	8.1	Volcanic	Tuff	Baked contact	Magnetitte and/or hematite		
1291	86	Kuramin 2-07	41	70	325	20	Geologic timescale	Asia	Uzbekistan	T-	O	11	-27	142			10	43	1	2	10.2			Baked contact	Magnetitte and/or hematite		
