tab	images
location	site	file	keywords	title	type	citations	photographers	timestamp
McMurdo	mc208	DSC_0120.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC208 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc208	DSC_0121.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC208 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc208	DSC_0122.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC208 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc208	DSC_0123.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC208 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc208	DSC_0124.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC208 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc208	DSC_0125.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC208 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc208	DSC_0126.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC208 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc208	DSC_0127.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC208 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc208	DSC_0128.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC208 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc208	DSC_0129.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC208 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc209	DSC_0141.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC209 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc209	DSC_0142.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC209 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc209	DSC_0143.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC209 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc209	DSC_0144.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC209 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc209	DSC_0145.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC209 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc209	DSC_0146.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC209 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc209	DSC_0148.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC209 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc209	DSC_0149.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC209 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc209	DSC_0150.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC209 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc209	DSC_0151.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC209 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc209	DSC_0152.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC209 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc209	DSC_0153.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC209 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc209	DSC_0154.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC209 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc209	DSC_0155.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC209 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc209	DSC_0156.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC209 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc209	DSC_0157.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC209 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc209	DSC_0158.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC209 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc209	DSC_0159.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC209 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-04T00:00:00Z
McMurdo	mc210	DSC_0002A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC210 drilling	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc210	DSC_0003A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC210 drilling	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc210	DSC_0004A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC210 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc210	DSC_0005A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC210 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc210	DSC_0006A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC210 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc210	DSC_0007A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC210 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc210	DSC_0008A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC210 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc210	DSC_0009A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC210 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc210	DSC_0010A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC210 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc210	DSC_0011A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC210 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc210	DSC_0012A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC210 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc210	DSC_0013A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC210 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc210	DSC_0014A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC210 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc210	DSC_0015A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC210 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc210	DSC_0039A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC210 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc210	DSC_0040A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC210 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc210	DSC_0041A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC210 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc210	DSC_0042A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC210 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc210	DSC_0042B.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	MC210 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc211	DSC_0021A.JPG	McMurdo Volcanics: paleomagnetic sampling :Inaccessible Island	MC211 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc211	DSC_0022A.JPG	McMurdo Volcanics: paleomagnetic sampling :Inaccessible Island	MC211 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc211	DSC_0023A.JPG	McMurdo Volcanics: paleomagnetic sampling :Inaccessible Island	MC211 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc211	DSC_0024A.JPG	McMurdo Volcanics: paleomagnetic sampling :Inaccessible Island	MC211 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc211	DSC_0025A.JPG	McMurdo Volcanics: paleomagnetic sampling :Inaccessible Island	MC211 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc211	DSC_0026A.JPG	McMurdo Volcanics: paleomagnetic sampling :Inaccessible Island	MC211 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc211	DSC_0027A.JPG	McMurdo Volcanics: paleomagnetic sampling :Inaccessible Island	MC211 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc211	DSC_0028A.JPG	McMurdo Volcanics: paleomagnetic sampling :Inaccessible Island	MC211 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc211	DSC_0029A.JPG	McMurdo Volcanics: paleomagnetic sampling :Inaccessible Island	MC211 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc211	DSC_0030A.JPG	McMurdo Volcanics: paleomagnetic sampling :Inaccessible Island	MC211 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-05T00:00:00Z
McMurdo	mc212	DSC_0081A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	MC212 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-07T00:00:00Z
McMurdo	mc212	DSC_0082A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	MC212 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-07T00:00:00Z
McMurdo	mc212	DSC_0083A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	MC212 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-07T00:00:00Z
McMurdo	mc212	DSC_0084A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	MC212 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-07T00:00:00Z
McMurdo	mc212	DSC_0085A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	MC212 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-07T00:00:00Z
McMurdo	mc212	DSC_0086A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	MC212 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-07T00:00:00Z
McMurdo	mc212	DSC_0087A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	MC212 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-07T00:00:00Z
McMurdo	mc212	DSC_0088A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	MC212 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-07T00:00:00Z
McMurdo	mc212	DSC_0089A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	MC212 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-07T00:00:00Z
McMurdo	mc212	DSC_0090A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	MC212 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-07T00:00:00Z
McMurdo	mc212	DSC_0091A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	MC212 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-07T00:00:00Z
McMurdo	mc212	DSC_0092A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	MC212 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-07T00:00:00Z
McMurdo	mc212	DSC_0093A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	MC212 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-07T00:00:00Z
McMurdo	mc212	DSC_0094A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	MC212 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-07T00:00:00Z
McMurdo	mc212	DSC_0095A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	MC212 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-07T00:00:00Z
McMurdo	mc213	DSC_0281A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC213 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-08T00:00:00Z
McMurdo	mc213	DSC_0284A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC213 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-08T00:00:00Z
McMurdo	mc213	DSC_0287A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC213 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-08T00:00:00Z
McMurdo	mc213	DSC_0288A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC213 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-08T00:00:00Z
McMurdo	mc213	DSC_0289A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC213 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-08T00:00:00Z
McMurdo	mc213	DSC_0290A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC213 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-08T00:00:00Z
McMurdo	mc213	DSC_0291A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC213 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-08T00:00:00Z
McMurdo	mc213	DSC_0292A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC213 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-08T00:00:00Z
McMurdo	mc213	DSC_0293A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC213 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-08T00:00:00Z
McMurdo	mc213	DSC_0294A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC213 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-08T00:00:00Z
McMurdo	mc213	DSC_0295A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC213 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-08T00:00:00Z
McMurdo	mc213	DSC_0296A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC213 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-08T00:00:00Z
McMurdo	mc213	DSC_0297A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC213 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-08T00:00:00Z
McMurdo	mc213	DSC_0298A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC213 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-08T00:00:00Z
McMurdo	mc213	DSC_0299A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC213 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-08T00:00:00Z
McMurdo	mc214	DSC_0302.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC214 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-08T00:00:00Z
McMurdo	mc214	DSC_0303.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC214 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-08T00:00:00Z
McMurdo	mc214	DSC_0304.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC214 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-08T00:00:00Z
McMurdo	mc214	DSC_0305.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC214 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-08T00:00:00Z
McMurdo	mc214	DSC_0306.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC214 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-08T00:00:00Z
McMurdo	mc214	DSC_0307.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC214 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-08T00:00:00Z
McMurdo	mc214	DSC_0308.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC214 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-08T00:00:00Z
McMurdo	mc214	DSC_0309.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC214 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-08T00:00:00Z
McMurdo	mc214	DSC_0310.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC214 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-08T00:00:00Z
McMurdo	mc214	DSC_0311.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC214 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-08T00:00:00Z
McMurdo	mc214	DSC_0312.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC214 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-08T00:00:00Z
McMurdo	mc215	DSC_0001B.JPG	McMurdo Volcanics: paleomagnetic sampling :South of Abbot peak	MC215 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-13T00:00:00Z
McMurdo	mc215	DSC_0002B.JPG	McMurdo Volcanics: paleomagnetic sampling :South of Abbot peak	MC215 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-13T00:00:00Z
McMurdo	mc215	DSC_0003B.JPG	McMurdo Volcanics: paleomagnetic sampling :South of Abbot peak	MC215 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-13T00:00:00Z
McMurdo	mc215	DSC_0004B.JPG	McMurdo Volcanics: paleomagnetic sampling :South of Abbot peak	MC215 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-13T00:00:00Z
McMurdo	mc215	DSC_0005B.JPG	McMurdo Volcanics: paleomagnetic sampling :South of Abbot peak	MC215 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-13T00:00:00Z
McMurdo	mc215	DSC_0006B.JPG	McMurdo Volcanics: paleomagnetic sampling :South of Abbot peak	MC215 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-13T00:00:00Z
McMurdo	mc215	DSC_0007B.JPG	McMurdo Volcanics: paleomagnetic sampling :South of Abbot peak	MC215 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-13T00:00:00Z
McMurdo	mc215	DSC_0008B.JPG	McMurdo Volcanics: paleomagnetic sampling :South of Abbot peak	MC215 detail of samples	Outcrop	This study	Hubert Staudigel	2006-12-13T00:00:00Z
McMurdo	mc215	IMG_0423.JPG	McMurdo Volcanics: paleomagnetic sampling :South of Abbot peak	MC215 happy team	Outcrop	This study	Hubert Staudigel	2006-12-13T00:00:00Z
McMurdo	mc216	DSC_0021B.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Abbot Peak	MC216 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-13T00:00:00Z
McMurdo	mc216	DSC_0029B.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Abbot Peak	MC216 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-13T00:00:00Z
McMurdo	mc216	DSC_0030B.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Abbot Peak	MC216 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-13T00:00:00Z
McMurdo	mc216	DSC_0031B.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Abbot Peak	MC216 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-13T00:00:00Z
McMurdo	mc216	DSC_0032B.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Abbot Peak	MC216 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-13T00:00:00Z
McMurdo	mc216	DSC_0033B.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Abbot Peak	MC216 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-13T00:00:00Z
McMurdo	mc216	DSC_0034B.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Abbot Peak	MC216 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-13T00:00:00Z
McMurdo	mc216	IMG_0452.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Abbot Peak	MC216 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-13T00:00:00Z
McMurdo	mc217	DSC_0007C.JPG	McMurdo Volcanics: paleomagnetic sampling :Three sisters	MC217 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-16T00:00:00Z
McMurdo	mc217	DSC_0008C.JPG	McMurdo Volcanics: paleomagnetic sampling :Three sisters	MC217 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-16T00:00:00Z
McMurdo	mc217	DSC_0009C.JPG	McMurdo Volcanics: paleomagnetic sampling :Three sisters	MC217 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-16T00:00:00Z
McMurdo	mc217	DSC_0010C.JPG	McMurdo Volcanics: paleomagnetic sampling :Three sisters	MC217 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-16T00:00:00Z
McMurdo	mc217	DSC_0011C.JPG	McMurdo Volcanics: paleomagnetic sampling :Three sisters	MC217 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-16T00:00:00Z
McMurdo	mc217	DSC_0012C.JPG	McMurdo Volcanics: paleomagnetic sampling :Three sisters	MC217 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-16T00:00:00Z
McMurdo	mc217	DSC_0013C.JPG	McMurdo Volcanics: paleomagnetic sampling :Three sisters	MC217 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-16T00:00:00Z
McMurdo	mc217	DSC_0014C.JPG	McMurdo Volcanics: paleomagnetic sampling :Three sisters	MC217 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-16T00:00:00Z
McMurdo	mc217	DSC_0015C.JPG	McMurdo Volcanics: paleomagnetic sampling :Three sisters	MC217 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-16T00:00:00Z
McMurdo	mc217	DSC_0016C.JPG	McMurdo Volcanics: paleomagnetic sampling :Three sisters	MC217 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-16T00:00:00Z
McMurdo	mc217	DSC_0017C.JPG	McMurdo Volcanics: paleomagnetic sampling :Three sisters	MC217 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-16T00:00:00Z
McMurdo	mc217	DSC_0018C.JPG	McMurdo Volcanics: paleomagnetic sampling :Three sisters	MC217 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-16T00:00:00Z
McMurdo	mc218	DSC_0019C.JPG	McMurdo Volcanics: paleomagnetic sampling :Bomb peak	MC218 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-16T00:00:00Z
McMurdo	mc218	DSC_0020C.JPG	McMurdo Volcanics: paleomagnetic sampling :Bomb peak	MC218 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-16T00:00:00Z
McMurdo	mc218	DSC_0021C.JPG	McMurdo Volcanics: paleomagnetic sampling :Bomb peak	MC218 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-16T00:00:00Z
McMurdo	mc218	DSC_0022C.JPG	McMurdo Volcanics: paleomagnetic sampling :Bomb peak	MC218 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-16T00:00:00Z
McMurdo	mc218	DSC_0023C.JPG	McMurdo Volcanics: paleomagnetic sampling :Bomb peak	MC218 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-16T00:00:00Z
McMurdo	mc218	DSC_0024C.JPG	McMurdo Volcanics: paleomagnetic sampling :Bomb peak	MC218 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-16T00:00:00Z
McMurdo	mc218	DSC_0025C.JPG	McMurdo Volcanics: paleomagnetic sampling :Bomb peak	MC218 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-16T00:00:00Z
McMurdo	mc218	DSC_0026C.JPG	McMurdo Volcanics: paleomagnetic sampling :Bomb peak	MC218 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-16T00:00:00Z
McMurdo	mc218	DSC_0027C.JPG	McMurdo Volcanics: paleomagnetic sampling :Bomb peak	MC218 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-16T00:00:00Z
McMurdo	mc218	DSC_0028C.JPG	McMurdo Volcanics: paleomagnetic sampling :Bomb peak	MC218 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-16T00:00:00Z
McMurdo	mc218	DSC_0029C.JPG	McMurdo Volcanics: paleomagnetic sampling :Bomb peak	MC218 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-16T00:00:00Z
McMurdo	mc218	DSC_0030C.JPG	McMurdo Volcanics: paleomagnetic sampling :Bomb peak	MC218 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-16T00:00:00Z
McMurdo	mc218	DSC_0031C.JPG	McMurdo Volcanics: paleomagnetic sampling :Bomb peak	MC218 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-16T00:00:00Z
McMurdo	mc219	DSC_0060C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	MC219 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-17T00:00:00Z
McMurdo	mc219	DSC_0061C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	MC219 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-17T00:00:00Z
McMurdo	mc219	DSC_0062C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	MC219 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-17T00:00:00Z
McMurdo	mc219	DSC_0063C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	MC219 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-17T00:00:00Z
McMurdo	mc219	DSC_0064C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	MC219 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-17T00:00:00Z
McMurdo	mc219	DSC_0065C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	MC219 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-17T00:00:00Z
McMurdo	mc219	DSC_0066C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	MC219 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-17T00:00:00Z
