tab	samples
sample	site	lat	lon	geologic_classes	geologic_types	lithologies	description	azimuth	azimuth_dec_correction	dip	orientation_quality	citations	method_codes
mc228d	mc228	-77.2669	166.37738000000002	Extrusive:Igneous	Lava Flow	Trachyte		223.2	0	-12.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc228e	mc228	-77.2669	166.37738000000002	Extrusive:Igneous	Lava Flow	Trachyte		163.2	0	-19.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc228f	mc228	-77.2669	166.37738000000002	Extrusive:Igneous	Lava Flow	Trachyte		258.7	0	-37.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc228g	mc228	-77.2669	166.37738000000002	Extrusive:Igneous	Lava Flow	Trachyte		275.7	0	-29.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc228h	mc228	-77.2669	166.37738000000002	Extrusive:Igneous	Lava Flow	Trachyte		326.2	0	-21.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc228i	mc228	-77.2669	166.37738000000002	Extrusive:Igneous	Lava Flow	Trachyte		90.7	0	-14.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc228j	mc228	-77.2669	166.37738000000002	Extrusive:Igneous	Lava Flow	Trachyte		5.2	0	-24.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc229a	mc229	-77.48281	167.15435	Extrusive:Igneous	Lava Flow	Basalt		4.8	0	-78.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc229b	mc229	-77.48281	167.15435	Extrusive:Igneous	Lava Flow	Basalt		30.0	0	-83.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc229c	mc229	-77.48281	167.15435	Extrusive:Igneous	Lava Flow	Basalt		40.3	0	-90.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc229d	mc229	-77.48281	167.15435	Extrusive:Igneous	Lava Flow	Basalt		49.7	0	-84.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc229e	mc229	-77.48281	167.15435	Extrusive:Igneous	Lava Flow	Basalt		11.1	0	-93.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc229f	mc229	-77.48281	167.15435	Extrusive:Igneous	Lava Flow	Basalt		2.6	0	-90.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc229g	mc229	-77.48281	167.15435	Extrusive:Igneous	Lava Flow	Basalt		21.5	0	-85.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc229h	mc229	-77.48281	167.15435	Extrusive:Igneous	Lava Flow	Basalt	## direction deleted because: bad mark in field##.	45.0	0	-75.5	b	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc229i	mc229	-77.48281	167.15435	Extrusive:Igneous	Lava Flow	Basalt		28.0	0	-58.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc229j	mc229	-77.48281	167.15435	Extrusive:Igneous	Lava Flow	Basalt		52.2	0	-89.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc229k	mc229	-77.48281	167.15435	Extrusive:Igneous	Lava Flow	Basalt		35.0	0	-87.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc22a	mc22	-78.2	166.54	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	310.0	0	-57.0	g	This study	SO-SIGHT:FS-FD
mc22b	mc22	-78.2	166.54	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	320.0	0	-45.0	g	This study	SO-SIGHT:FS-FD
mc26a	mc26	-78.21	166.57	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	255.0	0	-37.0	g	This study	SO-SIGHT:FS-FD
mc26b	mc26	-78.21	166.57	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	311.0	0	-26.0	g	This study	SO-SIGHT:FS-FD
mc26c	mc26	-78.21	166.57	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	293.0	0	-37.0	g	This study	SO-SIGHT:FS-FD
mc26d	mc26	-78.21	166.57	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	311.0	0	-38.0	g	This study	SO-SIGHT:FS-FD
mc26e	mc26	-78.21	166.57	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	347.0	0	-37.0	g	This study	SO-SIGHT:FS-FD
mc26f	mc26	-78.21	166.57	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	40.0	0	-30.0	g	This study	SO-SIGHT:FS-FD
mc26g	mc26	-78.21	166.57	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	239.0	0	-16.0	g	This study	SO-SIGHT:FS-FD
mc26h	mc26	-78.21	166.57	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	279.0	0	-23.0	g	This study	SO-SIGHT:FS-FD
mc28a	mc28	-78.29	164.73	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	75.0	0	-18.0	g	This study	SO-SIGHT:FS-FD
mc28b	mc28	-78.29	164.73	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	59.0	0	-38.0	g	This study	SO-SIGHT:FS-FD
mc28c	mc28	-78.29	164.73	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	323.0	0	-37.0	g	This study	SO-SIGHT:FS-FD
mc28d	mc28	-78.29	164.73	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	305.0	0	-28.0	g	This study	SO-SIGHT:FS-FD
mc28e	mc28	-78.29	164.73	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions ## direction deleted because: overprint during thellier##.	349.0	0	-34.0	b	This study	SO-SIGHT:FS-FD
mc28f	mc28	-78.29	164.73	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	75.0	0	-25.0	g	This study	SO-SIGHT:FS-FD
mc28g	mc28	-78.29	164.73	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	49.0	0	-23.0	g	This study	SO-SIGHT:FS-FD
mc28h	mc28	-78.29	164.73	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	89.0	0	-19.0	g	This study	SO-SIGHT:FS-FD
mc29a	mc29	-78.31	164.8	Extrusive:Igneous	Volcanic Dike	Basalt	Archived samples from 1965, 66 expeditions.	235.0	0	-40.0	g	This study	SO-SIGHT:FS-FD
mc29b	mc29	-78.31	164.8	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	242.0	0	-49.0	g	This study	SO-SIGHT:FS-FD
mc29c	mc29	-78.31	164.8	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	229.0	0	-66.0	g	This study	SO-SIGHT:FS-FD
mc29d	mc29	-78.31	164.8	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	264.0	0	-32.0	g	This study	SO-SIGHT:FS-FD
mc29e	mc29	-78.31	164.8	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	96.0	0	-20.0	g	This study	SO-SIGHT:FS-FD
mc29f	mc29	-78.31	164.8	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	91.0	0	-17.0	g	This study	SO-SIGHT:FS-FD
mc29g	mc29	-78.31	164.8	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	38.0	0	-25.0	g	This study	SO-SIGHT:FS-FD
mc29h	mc29	-78.31	164.8	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	67.0	0	-13.0	g	This study	SO-SIGHT:FS-FD
mc30a	mc30	-78.34	164.87	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	346.0	0	-61.0	g	This study	SO-SIGHT:FS-FD
mc30b	mc30	-78.34	164.87	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	6.0	0	-59.0	g	This study	SO-SIGHT:FS-FD
mc30c	mc30	-78.34	164.87	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	9.0	0	-45.0	g	This study	SO-SIGHT:FS-FD
mc30d	mc30	-78.34	164.87	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	257.0	0	-57.0	g	This study	SO-SIGHT:FS-FD
mc30e	mc30	-78.34	164.87	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	224.0	0	-47.0	g	This study	SO-SIGHT:FS-FD
mc30f	mc30	-78.34	164.87	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	250.0	0	-61.0	g	This study	SO-SIGHT:FS-FD
mc30g	mc30	-78.34	164.87	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	286.0	0	-63.0	g	This study	SO-SIGHT:FS-FD
mc30h	mc30	-78.34	164.87	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	269.0	0	-61.0	g	This study	SO-SIGHT:FS-FD
mc31a	mc31	-78.34	164.28	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	290.0	0	-55.0	g	This study	SO-SIGHT:FS-FD
mc31b	mc31	-78.34	164.28	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	236.0	0	-37.0	g	This study	SO-SIGHT:FS-FD
mc31c	mc31	-78.34	164.28	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	208.0	0	-57.0	g	This study	SO-SIGHT:FS-FD
mc31d	mc31	-78.34	164.28	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	252.0	0	-68.0	g	This study	SO-SIGHT:FS-FD
mc31e	mc31	-78.34	164.28	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	300.0	0	-39.0	g	This study	SO-SIGHT:FS-FD
mc31f	mc31	-78.34	164.28	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	297.0	0	-25.0	g	This study	SO-SIGHT:FS-FD
mc31g	mc31	-78.34	164.28	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	219.0	0	-50.0	g	This study	SO-SIGHT:FS-FD
mc31h	mc31	-78.34	164.28	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	303.0	0	-54.0	g	This study	SO-SIGHT:FS-FD
mc32a	mc32	-78.36	164.3	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	105.0	0	-43.0	g	This study	SO-SIGHT:FS-FD
mc32b	mc32	-78.36	164.3	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	106.0	0	-42.0	g	This study	SO-SIGHT:FS-FD
mc32c	mc32	-78.36	164.3	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	102.0	0	-35.0	g	This study	SO-SIGHT:FS-FD
mc32d	mc32	-78.36	164.3	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	154.0	0	-41.0	g	This study	SO-SIGHT:FS-FD
mc32e	mc32	-78.36	164.3	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	265.0	0	-37.0	g	This study	SO-SIGHT:FS-FD
mc32f	mc32	-78.36	164.3	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	222.0	0	-41.0	g	This study	SO-SIGHT:FS-FD
mc32g	mc32	-78.36	164.3	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	96.0	0	-26.0	g	This study	SO-SIGHT:FS-FD
mc32h	mc32	-78.36	164.3	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	330.0	0	-17.0	g	This study	SO-SIGHT:FS-FD
mc33a	mc33	-78.38	164.34	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	161.0	0	-75.0	g	This study	SO-SIGHT:FS-FD
mc33b	mc33	-78.38	164.34	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	219.0	0	-51.0	g	This study	SO-SIGHT:FS-FD
mc33c	mc33	-78.38	164.34	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	148.0	0	-62.0	g	This study	SO-SIGHT:FS-FD
mc33d	mc33	-78.38	164.34	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	182.0	0	-68.0	g	This study	SO-SIGHT:FS-FD
mc33e	mc33	-78.38	164.34	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	228.0	0	-65.0	g	This study	SO-SIGHT:FS-FD
mc33f	mc33	-78.38	164.34	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	181.0	0	-75.0	g	This study	SO-SIGHT:FS-FD
mc33g	mc33	-78.38	164.34	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	197.0	0	-44.0	g	This study	SO-SIGHT:FS-FD
mc33h	mc33	-78.38	164.34	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	239.0	0	-49.0	g	This study	SO-SIGHT:FS-FD
mc34a	mc34	-78.39	164.27	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	275.0	0	-36.0	g	This study	SO-SIGHT:FS-FD
mc34b	mc34	-78.39	164.27	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	204.0	0	-43.0	g	This study	SO-SIGHT:FS-FD
mc34c	mc34	-78.39	164.27	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	291.0	0	-28.0	g	This study	SO-SIGHT:FS-FD
mc34d	mc34	-78.39	164.27	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	300.0	0	-13.0	g	This study	SO-SIGHT:FS-FD
mc34e	mc34	-78.39	164.27	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	314.0	0	-12.0	g	This study	SO-SIGHT:FS-FD
mc34f	mc34	-78.39	164.27	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	182.0	0	-14.0	g	This study	SO-SIGHT:FS-FD
mc34g	mc34	-78.39	164.27	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	238.0	0	-48.0	g	This study	SO-SIGHT:FS-FD
mc34h	mc34	-78.39	164.27	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	85.0	0	-24.0	g	This study	SO-SIGHT:FS-FD
mc35a	mc35	-78.39	164.23	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	123.0	0	-63.0	g	This study	SO-SIGHT:FS-FD
mc35b	mc35	-78.39	164.23	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	163.0	0	-55.0	g	This study	SO-SIGHT:FS-FD
mc35c	mc35	-78.39	164.23	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	74.0	0	-44.0	g	This study	SO-SIGHT:FS-FD
mc35d	mc35	-78.39	164.23	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	136.0	0	-55.0	g	This study	SO-SIGHT:FS-FD
mc35e	mc35	-78.39	164.23	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	76.0	0	-40.0	g	This study	SO-SIGHT:FS-FD
mc35f	mc35	-78.39	164.23	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	27.0	0	-38.0	g	This study	SO-SIGHT:FS-FD
mc35g	mc35	-78.39	164.23	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	315.0	0	-56.0	g	This study	SO-SIGHT:FS-FD
mc35h	mc35	-78.39	164.23	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	5.0	0	-20.0	g	This study	SO-SIGHT:FS-FD
mc36a	mc36	-78.39	164.27	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	161.0	0	-45.0	g	This study	SO-SIGHT:FS-FD
mc36b	mc36	-78.39	164.27	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	171.0	0	-85.0	g	This study	SO-SIGHT:FS-FD
mc36c	mc36	-78.39	164.27	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	82.0	0	-40.0	g	This study	SO-SIGHT:FS-FD
mc36d	mc36	-78.39	164.27	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	118.0	0	-90.0	g	This study	SO-SIGHT:FS-FD
mc36e	mc36	-78.39	164.27	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	156.0	0	-87.0	g	This study	SO-SIGHT:FS-FD
mc36f	mc36	-78.39	164.27	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	205.0	0	-43.0	g	This study	SO-SIGHT:FS-FD
mc36g	mc36	-78.39	164.27	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	206.0	0	-73.0	g	This study	SO-SIGHT:FS-FD
mc36h	mc36	-78.39	164.27	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	200.0	0	-47.0	g	This study	SO-SIGHT:FS-FD
mc37a	mc37	-78.4	164.27	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	319.0	0	-41.0	g	This study	SO-SIGHT:FS-FD
mc37b	mc37	-78.4	164.27	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	350.0	0	-58.0	g	This study	SO-SIGHT:FS-FD
mc37c	mc37	-78.4	164.27	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	323.0	0	-58.0	g	This study	SO-SIGHT:FS-FD
mc37d	mc37	-78.4	164.27	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	241.0	0	-51.0	g	This study	SO-SIGHT:FS-FD
mc37e	mc37	-78.4	164.27	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	263.0	0	-77.0	g	This study	SO-SIGHT:FS-FD
mc37f	mc37	-78.4	164.27	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	276.0	0	-64.0	g	This study	SO-SIGHT:FS-FD
mc37g	mc37	-78.4	164.27	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	280.0	0	-72.0	g	This study	SO-SIGHT:FS-FD
mc37h	mc37	-78.4	164.27	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	243.0	0	-60.0	g	This study	SO-SIGHT:FS-FD
mc38a	mc38	-78.4	164.21	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	84.0	0	-64.0	g	This study	SO-SIGHT:FS-FD
mc38b	mc38	-78.4	164.21	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	112.0	0	-43.0	g	This study	SO-SIGHT:FS-FD
mc38c	mc38	-78.4	164.21	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	74.0	0	-47.0	g	This study	SO-SIGHT:FS-FD
mc38d	mc38	-78.4	164.21	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	65.0	0	-63.0	g	This study	SO-SIGHT:FS-FD
mc38e	mc38	-78.4	164.21	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	37.0	0	-60.0	g	This study	SO-SIGHT:FS-FD
mc38f	mc38	-78.4	164.21	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	50.0	0	-70.0	g	This study	SO-SIGHT:FS-FD
mc38g	mc38	-78.4	164.21	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	18.0	0	-76.0	g	This study	SO-SIGHT:FS-FD
mc38h	mc38	-78.4	164.21	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	18.0	0	-39.0	g	This study	SO-SIGHT:FS-FD
mc39a	mc39	-78.39	164.21	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	40.0	0	-55.0	g	This study	SO-SIGHT:FS-FD
mc39b	mc39	-78.39	164.21	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	34.0	0	-60.0	g	This study	SO-SIGHT:FS-FD
mc39c	mc39	-78.39	164.21	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	16.0	0	-70.0	g	This study	SO-SIGHT:FS-FD
mc39d	mc39	-78.39	164.21	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	102.0	0	-73.0	g	This study	SO-SIGHT:FS-FD
mc39e	mc39	-78.39	164.21	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	158.0	0	-68.0	g	This study	SO-SIGHT:FS-FD
mc39f	mc39	-78.39	164.21	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	58.0	0	-48.0	g	This study	SO-SIGHT:FS-FD
mc39g	mc39	-78.39	164.21	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	141.0	0	-64.0	g	This study	SO-SIGHT:FS-FD
mc39h	mc39	-78.39	164.21	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	119.0	0	-49.0	g	This study	SO-SIGHT:FS-FD
mc40a	mc40	-78.39	164.2	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	248.0	0	-49.0	g	This study	SO-SIGHT:FS-FD
mc40b	mc40	-78.39	164.2	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	223.0	0	-53.0	g	This study	SO-SIGHT:FS-FD
mc40c	mc40	-78.39	164.2	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	118.0	0	-46.0	g	This study	SO-SIGHT:FS-FD
mc40d	mc40	-78.39	164.2	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	179.0	0	-47.0	g	This study	SO-SIGHT:FS-FD
mc40e	mc40	-78.39	164.2	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	178.0	0	-40.0	g	This study	SO-SIGHT:FS-FD
mc40f	mc40	-78.39	164.2	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	182.0	0	-38.0	g	This study	SO-SIGHT:FS-FD
mc40g	mc40	-78.39	164.2	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	243.0	0	-48.0	g	This study	SO-SIGHT:FS-FD
mc40h	mc40	-78.39	164.2	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	99.0	0	-31.0	g	This study	SO-SIGHT:FS-FD
mc41a	mc41	-78.39	164.2	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	131.0	0	-16.0	g	This study	SO-SIGHT:FS-FD
mc41b	mc41	-78.39	164.12	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	98.0	0	-21.0	g	This study	SO-SIGHT:FS-FD
mc41c	mc41	-78.39	164.12	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	127.0	0	-37.0	g	This study	SO-SIGHT:FS-FD
mc41d	mc41	-78.39	164.12	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	65.0	0	-47.0	g	This study	SO-SIGHT:FS-FD
mc41e	mc41	-78.39	164.12	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	91.0	0	-43.0	g	This study	SO-SIGHT:FS-FD
mc41f	mc41	-78.39	164.12	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	156.0	0	-53.0	g	This study	SO-SIGHT:FS-FD
mc41g	mc41	-78.39	164.12	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	163.0	0	-43.0	g	This study	SO-SIGHT:FS-FD
mc41h	mc41	-78.39	164.12	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	118.0	0	-34.0	g	This study	SO-SIGHT:FS-FD
mc42a	mc42	-78.37	164.12	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	291.0	0	-72.0	g	This study	SO-SIGHT:FS-FD
mc42b	mc42	-78.37	164.12	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	258.0	0	-37.0	g	This study	SO-SIGHT:FS-FD
mc42c	mc42	-78.37	164.12	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	278.0	0	-64.0	g	This study	SO-SIGHT:FS-FD
mc42d	mc42	-78.37	164.12	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	288.0	0	-57.0	g	This study	SO-SIGHT:FS-FD
mc42e	mc42	-78.37	164.12	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	318.0	0	-27.0	g	This study	SO-SIGHT:FS-FD
mc42f	mc42	-78.37	164.12	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	1.0	0	-39.0	g	This study	SO-SIGHT:FS-FD
mc42g	mc42	-78.37	164.12	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	298.0	0	-40.0	g	This study	SO-SIGHT:FS-FD
mc42h	mc42	-78.37	164.12	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	351.0	0	-62.0	g	This study	SO-SIGHT:FS-FD
mc43a	mc43	-78.37	164.24	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	334.0	0	-79.0	g	This study	SO-SIGHT:FS-FD
mc43b	mc43	-78.37	164.24	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	332.0	0	-64.0	g	This study	SO-SIGHT:FS-FD
mc43c	mc43	-78.37	164.24	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	336.0	0	-63.0	g	This study	SO-SIGHT:FS-FD
mc43d	mc43	-78.37	164.24	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	275.0	0	-51.0	g	This study	SO-SIGHT:FS-FD
