tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_method_codes	magic_software_packages	measurement_csd	measurement_date	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_standard	measurement_temp	measurement_time_zone	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
Muxworthy	10.1029/2010JB007844	Vesuvius	vm1c	VM	vm1c	vm1c:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD				241.02		g	89.83	9.72E-05	20		u	273			5.03E-05	0	90	5.73E+02
Muxworthy	10.1029/2010JB007844	Vesuvius	vm1c	VM	vm1c	vm1c:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD				195.26		g	-32.84	6.81E-06	21		u	273			0	0	0	5.98E+02
Muxworthy	10.1029/2010JB007844	Vesuvius	vm1c	VM	vm1c	vm1c:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD				192.85		g	88.56	9.88E-05	22		u	273			5.03E-05	0	90	5.98E+02
Muxworthy	10.1029/2010JB007844	Vesuvius	vm1c	VM	vm1c	vm1c:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD				197.16		g	-33.78	5.03E-06	23		u	273			0	0	0	6.23E+02
Muxworthy	10.1029/2010JB007844	Vesuvius	vm1c	VM	vm1c	vm1c:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD				191.57		g	87.56	9.65E-05	24		u	273			5.03E-05	0	90	6.23E+02
Muxworthy	10.1029/2010JB007844	Vesuvius	vm1c	VM	vm1c	vm1c:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD				197.16		g	-30.31	4.46E-06	25		u	273			5.03E-05	0	90	6.23E+02
Muxworthy	10.1029/2010JB007844	Vesuvius	vm1c	VM	vm1c	vm1c:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD				197.63		g	-44.87	3.43E-06	26		u	273			0	0	0	6.73E+02
Muxworthy	10.1029/2010JB007844	Vesuvius	vm1c	VM	vm1c	vm1c:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD				191.32		g	86.8	9.61E-05	27		u	273			5.03E-05	0	90	6.23E+02
Muxworthy	10.1029/2010JB007844	Vesuvius	vm1c	VM	vm1c	vm1c:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD				189.14		g	86.69	1.02E-04	28		u	273			5.03E-05	0	90	6.73E+02
Muxworthy	10.1029/2010JB007844	Vesuvius	vm1c	VM	vm1c	vm1c:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD				197.62		g	-38.82	1.43E-06	29		u	273			0	0	0	7.23E+02
Muxworthy	10.1029/2010JB007844	Vesuvius	vm1c	VM	vm1c	vm1c:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD				189.16		g	86.31	1.19E-04	30		u	273			5.03E-05	0	90	7.23E+02
Muxworthy	10.1029/2010JB007844	Vesuvius	vm1c	VM	vm1c	vm1c:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD				206.45		g	55.53	1.51E-06	31		u	273			5.03E-05	0	90	7.23E+02
