tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_method_codes	measurement_flag	measurement_number	measurement_orient_phi	measurement_orient_theta	measurement_standard	measurement_temp	treatment_temp
This study	Scripps Beach	as2e	as2	as2e2	as2e2:LP-AN-MS	LP-X	g	11	180	45	u	273	273
This study	Scripps Beach	as2e	as2	as2e2	as2e2:LP-AN-MS	LP-X	g	12	180	-45	u	273	273
This study	Scripps Beach	as2e	as2	as2e2	as2e2:LP-AN-MS	LP-X	g	13	0	-90	u	273	273
This study	Scripps Beach	as2e	as2	as2e2	as2e2:LP-AN-MS	LP-X	g	14	0	-45	u	273	273
This study	Scripps Beach	as2e	as2	as2e2	as2e2:LP-AN-MS	LP-X	g	15	0	45	u	273	273
This study	Scripps Beach	as2f	as2	as2f1	as2f1:LP-AN-MS	LP-X	g	1	315	0	u	273	273
This study	Scripps Beach	as2f	as2	as2f1	as2f1:LP-AN-MS	LP-X	g	2	225	0	u	273	273
This study	Scripps Beach	as2f	as2	as2f1	as2f1:LP-AN-MS	LP-X	g	3	180	0	u	273	273
This study	Scripps Beach	as2f	as2	as2f1	as2f1:LP-AN-MS	LP-X	g	4	135	0	u	273	273
This study	Scripps Beach	as2f	as2	as2f1	as2f1:LP-AN-MS	LP-X	g	5	45	0	u	273	273
This study	Scripps Beach	as2f	as2	as2f1	as2f1:LP-AN-MS	LP-X	g	6	90	-45	u	273	273
This study	Scripps Beach	as2f	as2	as2f1	as2f1:LP-AN-MS	LP-X	g	7	270	-45	u	273	273
This study	Scripps Beach	as2f	as2	as2f1	as2f1:LP-AN-MS	LP-X	g	8	270	0	u	273	273
This study	Scripps Beach	as2f	as2	as2f1	as2f1:LP-AN-MS	LP-X	g	9	270	45	u	273	273
This study	Scripps Beach	as2f	as2	as2f1	as2f1:LP-AN-MS	LP-X	g	10	90	45	u	273	273
This study	Scripps Beach	as2f	as2	as2f1	as2f1:LP-AN-MS	LP-X	g	11	180	45	u	273	273
This study	Scripps Beach	as2f	as2	as2f1	as2f1:LP-AN-MS	LP-X	g	12	180	-45	u	273	273
This study	Scripps Beach	as2f	as2	as2f1	as2f1:LP-AN-MS	LP-X	g	13	0	-90	u	273	273
This study	Scripps Beach	as2f	as2	as2f1	as2f1:LP-AN-MS	LP-X	g	14	0	-45	u	273	273
This study	Scripps Beach	as2f	as2	as2f1	as2f1:LP-AN-MS	LP-X	g	15	0	45	u	273	273
This study	Scripps Beach	as2f	as2	as2f2	as2f2:LP-AN-MS	LP-X	g	1	315	0	u	273	273
This study	Scripps Beach	as2f	as2	as2f2	as2f2:LP-AN-MS	LP-X	g	2	225	0	u	273	273
This study	Scripps Beach	as2f	as2	as2f2	as2f2:LP-AN-MS	LP-X	g	3	180	0	u	273	273
This study	Scripps Beach	as2f	as2	as2f2	as2f2:LP-AN-MS	LP-X	g	4	135	0	u	273	273
This study	Scripps Beach	as2f	as2	as2f2	as2f2:LP-AN-MS	LP-X	g	5	45	0	u	273	273
This study	Scripps Beach	as2f	as2	as2f2	as2f2:LP-AN-MS	LP-X	g	6	90	-45	u	273	273
This study	Scripps Beach	as2f	as2	as2f2	as2f2:LP-AN-MS	LP-X	g	7	270	-45	u	273	273
This study	Scripps Beach	as2f	as2	as2f2	as2f2:LP-AN-MS	LP-X	g	8	270	0	u	273	273
This study	Scripps Beach	as2f	as2	as2f2	as2f2:LP-AN-MS	LP-X	g	9	270	45	u	273	273
This study	Scripps Beach	as2f	as2	as2f2	as2f2:LP-AN-MS	LP-X	g	10	90	45	u	273	273
This study	Scripps Beach	as2f	as2	as2f2	as2f2:LP-AN-MS	LP-X	g	11	180	45	u	273	273
This study	Scripps Beach	as2f	as2	as2f2	as2f2:LP-AN-MS	LP-X	g	12	180	-45	u	273	273
This study	Scripps Beach	as2f	as2	as2f2	as2f2:LP-AN-MS	LP-X	g	13	0	-90	u	273	273
This study	Scripps Beach	as2f	as2	as2f2	as2f2:LP-AN-MS	LP-X	g	14	0	-45	u	273	273
This study	Scripps Beach	as2f	as2	as2f2	as2f2:LP-AN-MS	LP-X	g	15	0	45	u	273	273
This study	Scripps Beach	as3b	as3	as3b1	as3b1:LP-AN-MS	LP-X	g	1	315	0	u	273	273
This study	Scripps Beach	as3b	as3	as3b1	as3b1:LP-AN-MS	LP-X	g	2	225	0	u	273	273
This study	Scripps Beach	as3b	as3	as3b1	as3b1:LP-AN-MS	LP-X	g	3	180	0	u	273	273
This study	Scripps Beach	as3b	as3	as3b1	as3b1:LP-AN-MS	LP-X	g	4	135	0	u	273	273
This study	Scripps Beach	as3b	as3	as3b1	as3b1:LP-AN-MS	LP-X	g	5	45	0	u	273	273
This study	Scripps Beach	as3b	as3	as3b1	as3b1:LP-AN-MS	LP-X	g	6	90	-45	u	273	273
This study	Scripps Beach	as3b	as3	as3b1	as3b1:LP-AN-MS	LP-X	g	7	270	-45	u	273	273
This study	Scripps Beach	as3b	as3	as3b1	as3b1:LP-AN-MS	LP-X	g	8	270	0	u	273	273
This study	Scripps Beach	as3b	as3	as3b1	as3b1:LP-AN-MS	LP-X	g	9	270	45	u	273	273
This study	Scripps Beach	as3b	as3	as3b1	as3b1:LP-AN-MS	LP-X	g	10	90	45	u	273	273
This study	Scripps Beach	as3b	as3	as3b1	as3b1:LP-AN-MS	LP-X	g	11	180	45	u	273	273
This study	Scripps Beach	as3b	as3	as3b1	as3b1:LP-AN-MS	LP-X	g	12	180	-45	u	273	273
This study	Scripps Beach	as3b	as3	as3b1	as3b1:LP-AN-MS	LP-X	g	13	0	-90	u	273	273
This study	Scripps Beach	as3b	as3	as3b1	as3b1:LP-AN-MS	LP-X	g	14	0	-45	u	273	273
This study	Scripps Beach	as3b	as3	as3b1	as3b1:LP-AN-MS	LP-X	g	15	0	45	u	273	273
This study	Scripps Beach	as3b	as3	as3b2	as3b2:LP-AN-MS	LP-X	g	1	315	0	u	273	273
This study	Scripps Beach	as3b	as3	as3b2	as3b2:LP-AN-MS	LP-X	g	2	225	0	u	273	273
This study	Scripps Beach	as3b	as3	as3b2	as3b2:LP-AN-MS	LP-X	g	3	180	0	u	273	273
This study	Scripps Beach	as3b	as3	as3b2	as3b2:LP-AN-MS	LP-X	g	4	135	0	u	273	273
This study	Scripps Beach	as3b	as3	as3b2	as3b2:LP-AN-MS	LP-X	g	5	45	0	u	273	273
This study	Scripps Beach	as3b	as3	as3b2	as3b2:LP-AN-MS	LP-X	g	6	90	-45	u	273	273
This study	Scripps Beach	as3b	as3	as3b2	as3b2:LP-AN-MS	LP-X	g	7	270	-45	u	273	273
This study	Scripps Beach	as3b	as3	as3b2	as3b2:LP-AN-MS	LP-X	g	8	270	0	u	273	273
This study	Scripps Beach	as3b	as3	as3b2	as3b2:LP-AN-MS	LP-X	g	9	270	45	u	273	273
This study	Scripps Beach	as3b	as3	as3b2	as3b2:LP-AN-MS	LP-X	g	10	90	45	u	273	273
This study	Scripps Beach	as3b	as3	as3b2	as3b2:LP-AN-MS	LP-X	g	11	180	45	u	273	273
This study	Scripps Beach	as3b	as3	as3b2	as3b2:LP-AN-MS	LP-X	g	12	180	-45	u	273	273
This study	Scripps Beach	as3b	as3	as3b2	as3b2:LP-AN-MS	LP-X	g	13	0	-90	u	273	273
This study	Scripps Beach	as3b	as3	as3b2	as3b2:LP-AN-MS	LP-X	g	14	0	-45	u	273	273
This study	Scripps Beach	as3b	as3	as3b2	as3b2:LP-AN-MS	LP-X	g	15	0	45	u	273	273
This study	Scripps Beach	as3b	as3	as3b3	as3b3:LP-AN-MS	LP-X	g	1	315	0	u	273	273
This study	Scripps Beach	as3b	as3	as3b3	as3b3:LP-AN-MS	LP-X	g	2	225	0	u	273	273
This study	Scripps Beach	as3b	as3	as3b3	as3b3:LP-AN-MS	LP-X	g	3	180	0	u	273	273
This study	Scripps Beach	as3b	as3	as3b3	as3b3:LP-AN-MS	LP-X	g	4	135	0	u	273	273
This study	Scripps Beach	as3b	as3	as3b3	as3b3:LP-AN-MS	LP-X	g	5	45	0	u	273	273
This study	Scripps Beach	as3b	as3	as3b3	as3b3:LP-AN-MS	LP-X	g	6	90	-45	u	273	273
This study	Scripps Beach	as3b	as3	as3b3	as3b3:LP-AN-MS	LP-X	g	7	270	-45	u	273	273
This study	Scripps Beach	as3b	as3	as3b3	as3b3:LP-AN-MS	LP-X	g	8	270	0	u	273	273
This study	Scripps Beach	as3b	as3	as3b3	as3b3:LP-AN-MS	LP-X	g	9	270	45	u	273	273
This study	Scripps Beach	as3b	as3	as3b3	as3b3:LP-AN-MS	LP-X	g	10	90	45	u	273	273
This study	Scripps Beach	as3b	as3	as3b3	as3b3:LP-AN-MS	LP-X	g	11	180	45	u	273	273
This study	Scripps Beach	as3b	as3	as3b3	as3b3:LP-AN-MS	LP-X	g	12	180	-45	u	273	273
This study	Scripps Beach	as3b	as3	as3b3	as3b3:LP-AN-MS	LP-X	g	13	0	-90	u	273	273
This study	Scripps Beach	as3b	as3	as3b3	as3b3:LP-AN-MS	LP-X	g	14	0	-45	u	273	273
This study	Scripps Beach	as3b	as3	as3b3	as3b3:LP-AN-MS	LP-X	g	15	0	45	u	273	273
This study	Scripps Beach	as3c	as3	as3c1	as3c1:LP-AN-MS	LP-X	g	1	315	0	u	273	273
This study	Scripps Beach	as3c	as3	as3c1	as3c1:LP-AN-MS	LP-X	g	2	225	0	u	273	273
This study	Scripps Beach	as3c	as3	as3c1	as3c1:LP-AN-MS	LP-X	g	3	180	0	u	273	273
This study	Scripps Beach	as3c	as3	as3c1	as3c1:LP-AN-MS	LP-X	g	4	135	0	u	273	273
This study	Scripps Beach	as3c	as3	as3c1	as3c1:LP-AN-MS	LP-X	g	5	45	0	u	273	273
This study	Scripps Beach	as3c	as3	as3c1	as3c1:LP-AN-MS	LP-X	g	6	90	-45	u	273	273
This study	Scripps Beach	as3c	as3	as3c1	as3c1:LP-AN-MS	LP-X	g	7	270	-45	u	273	273
This study	Scripps Beach	as3c	as3	as3c1	as3c1:LP-AN-MS	LP-X	g	8	270	0	u	273	273
This study	Scripps Beach	as3c	as3	as3c1	as3c1:LP-AN-MS	LP-X	g	9	270	45	u	273	273
This study	Scripps Beach	as3c	as3	as3c1	as3c1:LP-AN-MS	LP-X	g	10	90	45	u	273	273
This study	Scripps Beach	as3c	as3	as3c1	as3c1:LP-AN-MS	LP-X	g	11	180	45	u	273	273
This study	Scripps Beach	as3c	as3	as3c1	as3c1:LP-AN-MS	LP-X	g	12	180	-45	u	273	273
This study	Scripps Beach	as3c	as3	as3c1	as3c1:LP-AN-MS	LP-X	g	13	0	-90	u	273	273
This study	Scripps Beach	as3c	as3	as3c1	as3c1:LP-AN-MS	LP-X	g	14	0	-45	u	273	273
This study	Scripps Beach	as3c	as3	as3c1	as3c1:LP-AN-MS	LP-X	g	15	0	45	u	273	273
This study	Scripps Beach	as3c	as3	as3c2	as3c2:LP-AN-MS	LP-X	g	1	315	0	u	273	273
This study	Scripps Beach	as3c	as3	as3c2	as3c2:LP-AN-MS	LP-X	g	2	225	0	u	273	273
This study	Scripps Beach	as3c	as3	as3c2	as3c2:LP-AN-MS	LP-X	g	3	180	0	u	273	273
This study	Scripps Beach	as3c	as3	as3c2	as3c2:LP-AN-MS	LP-X	g	4	135	0	u	273	273
This study	Scripps Beach	as3c	as3	as3c2	as3c2:LP-AN-MS	LP-X	g	5	45	0	u	273	273
This study	Scripps Beach	as3c	as3	as3c2	as3c2:LP-AN-MS	LP-X	g	6	90	-45	u	273	273
This study	Scripps Beach	as3c	as3	as3c2	as3c2:LP-AN-MS	LP-X	g	7	270	-45	u	273	273
This study	Scripps Beach	as3c	as3	as3c2	as3c2:LP-AN-MS	LP-X	g	8	270	0	u	273	273
This study	Scripps Beach	as3c	as3	as3c2	as3c2:LP-AN-MS	LP-X	g	9	270	45	u	273	273
This study	Scripps Beach	as3c	as3	as3c2	as3c2:LP-AN-MS	LP-X	g	10	90	45	u	273	273
This study	Scripps Beach	as3c	as3	as3c2	as3c2:LP-AN-MS	LP-X	g	11	180	45	u	273	273
This study	Scripps Beach	as3c	as3	as3c2	as3c2:LP-AN-MS	LP-X	g	12	180	-45	u	273	273
This study	Scripps Beach	as3c	as3	as3c2	as3c2:LP-AN-MS	LP-X	g	13	0	-90	u	273	273
This study	Scripps Beach	as3c	as3	as3c2	as3c2:LP-AN-MS	LP-X	g	14	0	-45	u	273	273
This study	Scripps Beach	as3c	as3	as3c2	as3c2:LP-AN-MS	LP-X	g	15	0	45	u	273	273
This study	Scripps Beach	as3c	as3	as3c3	as3c3:LP-AN-MS	LP-X	g	1	315	0	u	273	273
This study	Scripps Beach	as3c	as3	as3c3	as3c3:LP-AN-MS	LP-X	g	2	225	0	u	273	273
This study	Scripps Beach	as3c	as3	as3c3	as3c3:LP-AN-MS	LP-X	g	3	180	0	u	273	273
This study	Scripps Beach	as3c	as3	as3c3	as3c3:LP-AN-MS	LP-X	g	4	135	0	u	273	273
This study	Scripps Beach	as3c	as3	as3c3	as3c3:LP-AN-MS	LP-X	g	5	45	0	u	273	273
This study	Scripps Beach	as3c	as3	as3c3	as3c3:LP-AN-MS	LP-X	g	6	90	-45	u	273	273
This study	Scripps Beach	as3c	as3	as3c3	as3c3:LP-AN-MS	LP-X	g	7	270	-45	u	273	273
This study	Scripps Beach	as3c	as3	as3c3	as3c3:LP-AN-MS	LP-X	g	8	270	0	u	273	273
This study	Scripps Beach	as3c	as3	as3c3	as3c3:LP-AN-MS	LP-X	g	9	270	45	u	273	273
This study	Scripps Beach	as3c	as3	as3c3	as3c3:LP-AN-MS	LP-X	g	10	90	45	u	273	273
This study	Scripps Beach	as3c	as3	as3c3	as3c3:LP-AN-MS	LP-X	g	11	180	45	u	273	273
This study	Scripps Beach	as3c	as3	as3c3	as3c3:LP-AN-MS	LP-X	g	12	180	-45	u	273	273
This study	Scripps Beach	as3c	as3	as3c3	as3c3:LP-AN-MS	LP-X	g	13	0	-90	u	273	273
This study	Scripps Beach	as3c	as3	as3c3	as3c3:LP-AN-MS	LP-X	g	14	0	-45	u	273	273
This study	Scripps Beach	as3c	as3	as3c3	as3c3:LP-AN-MS	LP-X	g	15	0	45	u	273	273
This study	Scripps Beach	as3d	as3	as3d1	as3d1:LP-AN-MS	LP-X	g	1	315	0	u	273	273
This study	Scripps Beach	as3d	as3	as3d1	as3d1:LP-AN-MS	LP-X	g	2	225	0	u	273	273
This study	Scripps Beach	as3d	as3	as3d1	as3d1:LP-AN-MS	LP-X	g	3	180	0	u	273	273
This study	Scripps Beach	as3d	as3	as3d1	as3d1:LP-AN-MS	LP-X	g	4	135	0	u	273	273
This study	Scripps Beach	as3d	as3	as3d1	as3d1:LP-AN-MS	LP-X	g	5	45	0	u	273	273
This study	Scripps Beach	as3d	as3	as3d1	as3d1:LP-AN-MS	LP-X	g	6	90	-45	u	273	273
This study	Scripps Beach	as3d	as3	as3d1	as3d1:LP-AN-MS	LP-X	g	7	270	-45	u	273	273
This study	Scripps Beach	as3d	as3	as3d1	as3d1:LP-AN-MS	LP-X	g	8	270	0	u	273	273
This study	Scripps Beach	as3d	as3	as3d1	as3d1:LP-AN-MS	LP-X	g	9	270	45	u	273	273
This study	Scripps Beach	as3d	as3	as3d1	as3d1:LP-AN-MS	LP-X	g	10	90	45	u	273	273
This study	Scripps Beach	as3d	as3	as3d1	as3d1:LP-AN-MS	LP-X	g	11	180	45	u	273	273
This study	Scripps Beach	as3d	as3	as3d1	as3d1:LP-AN-MS	LP-X	g	12	180	-45	u	273	273
This study	Scripps Beach	as3d	as3	as3d1	as3d1:LP-AN-MS	LP-X	g	13	0	-90	u	273	273
This study	Scripps Beach	as3d	as3	as3d1	as3d1:LP-AN-MS	LP-X	g	14	0	-45	u	273	273
This study	Scripps Beach	as3d	as3	as3d1	as3d1:LP-AN-MS	LP-X	g	15	0	45	u	273	273
This study	Scripps Beach	as3d	as3	as3d2	as3d2:LP-AN-MS	LP-X	g	1	315	0	u	273	273
This study	Scripps Beach	as3d	as3	as3d2	as3d2:LP-AN-MS	LP-X	g	2	225	0	u	273	273
This study	Scripps Beach	as3d	as3	as3d2	as3d2:LP-AN-MS	LP-X	g	3	180	0	u	273	273
This study	Scripps Beach	as3d	as3	as3d2	as3d2:LP-AN-MS	LP-X	g	4	135	0	u	273	273
This study	Scripps Beach	as3d	as3	as3d2	as3d2:LP-AN-MS	LP-X	g	5	45	0	u	273	273
This study	Scripps Beach	as3d	as3	as3d2	as3d2:LP-AN-MS	LP-X	g	6	90	-45	u	273	273
This study	Scripps Beach	as3d	as3	as3d2	as3d2:LP-AN-MS	LP-X	g	7	270	-45	u	273	273
This study	Scripps Beach	as3d	as3	as3d2	as3d2:LP-AN-MS	LP-X	g	8	270	0	u	273	273
This study	Scripps Beach	as3d	as3	as3d2	as3d2:LP-AN-MS	LP-X	g	9	270	45	u	273	273
This study	Scripps Beach	as3d	as3	as3d2	as3d2:LP-AN-MS	LP-X	g	10	90	45	u	273	273
This study	Scripps Beach	as3d	as3	as3d2	as3d2:LP-AN-MS	LP-X	g	11	180	45	u	273	273
This study	Scripps Beach	as3d	as3	as3d2	as3d2:LP-AN-MS	LP-X	g	12	180	-45	u	273	273
This study	Scripps Beach	as3d	as3	as3d2	as3d2:LP-AN-MS	LP-X	g	13	0	-90	u	273	273
This study	Scripps Beach	as3d	as3	as3d2	as3d2:LP-AN-MS	LP-X	g	14	0	-45	u	273	273
This study	Scripps Beach	as3d	as3	as3d2	as3d2:LP-AN-MS	LP-X	g	15	0	45	u	273	273
This study	Scripps Beach	as3d	as3	as3d3	as3d3:LP-AN-MS	LP-X	g	1	315	0	u	273	273
This study	Scripps Beach	as3d	as3	as3d3	as3d3:LP-AN-MS	LP-X	g	2	225	0	u	273	273
This study	Scripps Beach	as3d	as3	as3d3	as3d3:LP-AN-MS	LP-X	g	3	180	0	u	273	273
This study	Scripps Beach	as3d	as3	as3d3	as3d3:LP-AN-MS	LP-X	g	4	135	0	u	273	273
This study	Scripps Beach	as3d	as3	as3d3	as3d3:LP-AN-MS	LP-X	g	5	45	0	u	273	273
This study	Scripps Beach	as3d	as3	as3d3	as3d3:LP-AN-MS	LP-X	g	6	90	-45	u	273	273
This study	Scripps Beach	as3d	as3	as3d3	as3d3:LP-AN-MS	LP-X	g	7	270	-45	u	273	273
This study	Scripps Beach	as3d	as3	as3d3	as3d3:LP-AN-MS	LP-X	g	8	270	0	u	273	273
This study	Scripps Beach	as3d	as3	as3d3	as3d3:LP-AN-MS	LP-X	g	9	270	45	u	273	273
This study	Scripps Beach	as3d	as3	as3d3	as3d3:LP-AN-MS	LP-X	g	10	90	45	u	273	273
This study	Scripps Beach	as3d	as3	as3d3	as3d3:LP-AN-MS	LP-X	g	11	180	45	u	273	273
This study	Scripps Beach	as3d	as3	as3d3	as3d3:LP-AN-MS	LP-X	g	12	180	-45	u	273	273
This study	Scripps Beach	as3d	as3	as3d3	as3d3:LP-AN-MS	LP-X	g	13	0	-90	u	273	273
This study	Scripps Beach	as3d	as3	as3d3	as3d3:LP-AN-MS	LP-X	g	14	0	-45	u	273	273
This study	Scripps Beach	as3d	as3	as3d3	as3d3:LP-AN-MS	LP-X	g	15	0	45	u	273	273
This study	Scripps Beach	as3e	as3	as3e1	as3e1:LP-AN-MS	LP-X	g	1	315	0	u	273	273
This study	Scripps Beach	as3e	as3	as3e1	as3e1:LP-AN-MS	LP-X	g	2	225	0	u	273	273
This study	Scripps Beach	as3e	as3	as3e1	as3e1:LP-AN-MS	LP-X	g	3	180	0	u	273	273
This study	Scripps Beach	as3e	as3	as3e1	as3e1:LP-AN-MS	LP-X	g	4	135	0	u	273	273
This study	Scripps Beach	as3e	as3	as3e1	as3e1:LP-AN-MS	LP-X	g	5	45	0	u	273	273
This study	Scripps Beach	as3e	as3	as3e1	as3e1:LP-AN-MS	LP-X	g	6	90	-45	u	273	273
This study	Scripps Beach	as3e	as3	as3e1	as3e1:LP-AN-MS	LP-X	g	7	270	-45	u	273	273
This study	Scripps Beach	as3e	as3	as3e1	as3e1:LP-AN-MS	LP-X	g	8	270	0	u	273	273
This study	Scripps Beach	as3e	as3	as3e1	as3e1:LP-AN-MS	LP-X	g	9	270	45	u	273	273
This study	Scripps Beach	as3e	as3	as3e1	as3e1:LP-AN-MS	LP-X	g	10	90	45	u	273	273
This study	Scripps Beach	as3e	as3	as3e1	as3e1:LP-AN-MS	LP-X	g	11	180	45	u	273	273
This study	Scripps Beach	as3e	as3	as3e1	as3e1:LP-AN-MS	LP-X	g	12	180	-45	u	273	273
This study	Scripps Beach	as3e	as3	as3e1	as3e1:LP-AN-MS	LP-X	g	13	0	-90	u	273	273
This study	Scripps Beach	as3e	as3	as3e1	as3e1:LP-AN-MS	LP-X	g	14	0	-45	u	273	273
This study	Scripps Beach	as3e	as3	as3e1	as3e1:LP-AN-MS	LP-X	g	15	0	45	u	273	273
This study	Scripps Beach	as3e	as3	as3e2	as3e2:LP-AN-MS	LP-X	g	1	315	0	u	273	273
This study	Scripps Beach	as3e	as3	as3e2	as3e2:LP-AN-MS	LP-X	g	2	225	0	u	273	273
This study	Scripps Beach	as3e	as3	as3e2	as3e2:LP-AN-MS	LP-X	g	3	180	0	u	273	273
This study	Scripps Beach	as3e	as3	as3e2	as3e2:LP-AN-MS	LP-X	g	4	135	0	u	273	273
This study	Scripps Beach	as3e	as3	as3e2	as3e2:LP-AN-MS	LP-X	g	5	45	0	u	273	273
This study	Scripps Beach	as3e	as3	as3e2	as3e2:LP-AN-MS	LP-X	g	6	90	-45	u	273	273
This study	Scripps Beach	as3e	as3	as3e2	as3e2:LP-AN-MS	LP-X	g	7	270	-45	u	273	273
This study	Scripps Beach	as3e	as3	as3e2	as3e2:LP-AN-MS	LP-X	g	8	270	0	u	273	273
This study	Scripps Beach	as3e	as3	as3e2	as3e2:LP-AN-MS	LP-X	g	9	270	45	u	273	273
This study	Scripps Beach	as3e	as3	as3e2	as3e2:LP-AN-MS	LP-X	g	10	90	45	u	273	273
This study	Scripps Beach	as3e	as3	as3e2	as3e2:LP-AN-MS	LP-X	g	11	180	45	u	273	273
This study	Scripps Beach	as3e	as3	as3e2	as3e2:LP-AN-MS	LP-X	g	12	180	-45	u	273	273
This study	Scripps Beach	as3e	as3	as3e2	as3e2:LP-AN-MS	LP-X	g	13	0	-90	u	273	273
This study	Scripps Beach	as3e	as3	as3e2	as3e2:LP-AN-MS	LP-X	g	14	0	-45	u	273	273
This study	Scripps Beach	as3e	as3	as3e2	as3e2:LP-AN-MS	LP-X	g	15	0	45	u	273	273
This study	Scripps Beach	as3e	as3	as3e3	as3e3:LP-AN-MS	LP-X	g	1	315	0	u	273	273
This study	Scripps Beach	as3e	as3	as3e3	as3e3:LP-AN-MS	LP-X	g	2	225	0	u	273	273
This study	Scripps Beach	as3e	as3	as3e3	as3e3:LP-AN-MS	LP-X	g	3	180	0	u	273	273
This study	Scripps Beach	as3e	as3	as3e3	as3e3:LP-AN-MS	LP-X	g	4	135	0	u	273	273
This study	Scripps Beach	as3e	as3	as3e3	as3e3:LP-AN-MS	LP-X	g	5	45	0	u	273	273
This study	Scripps Beach	as3e	as3	as3e3	as3e3:LP-AN-MS	LP-X	g	6	90	-45	u	273	273
This study	Scripps Beach	as3e	as3	as3e3	as3e3:LP-AN-MS	LP-X	g	7	270	-45	u	273	273
This study	Scripps Beach	as3e	as3	as3e3	as3e3:LP-AN-MS	LP-X	g	8	270	0	u	273	273
This study	Scripps Beach	as3e	as3	as3e3	as3e3:LP-AN-MS	LP-X	g	9	270	45	u	273	273
This study	Scripps Beach	as3e	as3	as3e3	as3e3:LP-AN-MS	LP-X	g	10	90	45	u	273	273
This study	Scripps Beach	as3e	as3	as3e3	as3e3:LP-AN-MS	LP-X	g	11	180	45	u	273	273
This study	Scripps Beach	as3e	as3	as3e3	as3e3:LP-AN-MS	LP-X	g	12	180	-45	u	273	273
This study	Scripps Beach	as3e	as3	as3e3	as3e3:LP-AN-MS	LP-X	g	13	0	-90	u	273	273
This study	Scripps Beach	as3e	as3	as3e3	as3e3:LP-AN-MS	LP-X	g	14	0	-45	u	273	273
This study	Scripps Beach	as3e	as3	as3e3	as3e3:LP-AN-MS	LP-X	g	15	0	45	u	273	273
This study	Scripps Beach	as3f	as3	as3f1	as3f1:LP-AN-MS	LP-X	g	1	315	0	u	273	273
This study	Scripps Beach	as3f	as3	as3f1	as3f1:LP-AN-MS	LP-X	g	2	225	0	u	273	273
This study	Scripps Beach	as3f	as3	as3f1	as3f1:LP-AN-MS	LP-X	g	3	180	0	u	273	273
This study	Scripps Beach	as3f	as3	as3f1	as3f1:LP-AN-MS	LP-X	g	4	135	0	u	273	273
This study	Scripps Beach	as3f	as3	as3f1	as3f1:LP-AN-MS	LP-X	g	5	45	0	u	273	273
This study	Scripps Beach	as3f	as3	as3f1	as3f1:LP-AN-MS	LP-X	g	6	90	-45	u	273	273
This study	Scripps Beach	as3f	as3	as3f1	as3f1:LP-AN-MS	LP-X	g	7	270	-45	u	273	273
This study	Scripps Beach	as3f	as3	as3f1	as3f1:LP-AN-MS	LP-X	g	8	270	0	u	273	273
This study	Scripps Beach	as3f	as3	as3f1	as3f1:LP-AN-MS	LP-X	g	9	270	45	u	273	273
This study	Scripps Beach	as3f	as3	as3f1	as3f1:LP-AN-MS	LP-X	g	10	90	45	u	273	273
This study	Scripps Beach	as3f	as3	as3f1	as3f1:LP-AN-MS	LP-X	g	11	180	45	u	273	273
This study	Scripps Beach	as3f	as3	as3f1	as3f1:LP-AN-MS	LP-X	g	12	180	-45	u	273	273
This study	Scripps Beach	as3f	as3	as3f1	as3f1:LP-AN-MS	LP-X	g	13	0	-90	u	273	273
This study	Scripps Beach	as3f	as3	as3f1	as3f1:LP-AN-MS	LP-X	g	14	0	-45	u	273	273
This study	Scripps Beach	as3f	as3	as3f1	as3f1:LP-AN-MS	LP-X	g	15	0	45	u	273	273
This study	Scripps Beach	as3f	as3	as3f2	as3f2:LP-AN-MS	LP-X	g	1	315	0	u	273	273
This study	Scripps Beach	as3f	as3	as3f2	as3f2:LP-AN-MS	LP-X	g	2	225	0	u	273	273
This study	Scripps Beach	as3f	as3	as3f2	as3f2:LP-AN-MS	LP-X	g	3	180	0	u	273	273
This study	Scripps Beach	as3f	as3	as3f2	as3f2:LP-AN-MS	LP-X	g	4	135	0	u	273	273
This study	Scripps Beach	as3f	as3	as3f2	as3f2:LP-AN-MS	LP-X	g	5	45	0	u	273	273
This study	Scripps Beach	as3f	as3	as3f2	as3f2:LP-AN-MS	LP-X	g	6	90	-45	u	273	273
This study	Scripps Beach	as3f	as3	as3f2	as3f2:LP-AN-MS	LP-X	g	7	270	-45	u	273	273
This study	Scripps Beach	as3f	as3	as3f2	as3f2:LP-AN-MS	LP-X	g	8	270	0	u	273	273
This study	Scripps Beach	as3f	as3	as3f2	as3f2:LP-AN-MS	LP-X	g	9	270	45	u	273	273
This study	Scripps Beach	as3f	as3	as3f2	as3f2:LP-AN-MS	LP-X	g	10	90	45	u	273	273
This study	Scripps Beach	as3f	as3	as3f2	as3f2:LP-AN-MS	LP-X	g	11	180	45	u	273	273
This study	Scripps Beach	as3f	as3	as3f2	as3f2:LP-AN-MS	LP-X	g	12	180	-45	u	273	273
This study	Scripps Beach	as3f	as3	as3f2	as3f2:LP-AN-MS	LP-X	g	13	0	-90	u	273	273
This study	Scripps Beach	as3f	as3	as3f2	as3f2:LP-AN-MS	LP-X	g	14	0	-45	u	273	273
This study	Scripps Beach	as3f	as3	as3f2	as3f2:LP-AN-MS	LP-X	g	15	0	45	u	273	273
