tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_method_codes	magic_software_packages	measurement_csd	measurement_date	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_standard	measurement_temp	measurement_time_zone	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
Tanaka	10.1111/j.1365-246X.2012.05412.x	Krafla	kf	kf	kf011	kf011:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT	LT-NO:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT				134.80		g	59.7	1.79E-12	0		u	273			0	0	0	273
Tanaka	10.1111/j.1365-246X.2012.05412.x	Krafla	kf	kf	kf011	kf011:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT				137.40		g	61.8	1.35E-12	1		u	273			0	0	0	3.73E+02
Tanaka	10.1111/j.1365-246X.2012.05412.x	Krafla	kf	kf	kf011	kf011:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT				133.90		g	72.5	2.14E-12	2		u	273			8.00E-05	0	90	3.73E+02
Tanaka	10.1111/j.1365-246X.2012.05412.x	Krafla	kf	kf	kf011	kf011:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT				135.80		g	62.5	9.80E-13	3		u	273			0	0	0	4.23E+02
Tanaka	10.1111/j.1365-246X.2012.05412.x	Krafla	kf	kf	kf011	kf011:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT				136.20		g	79.9	2.45E-12	4		u	273			8.00E-05	0	90	4.23E+02
Tanaka	10.1111/j.1365-246X.2012.05412.x	Krafla	kf	kf	kf011	kf011:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT				135.90		g	63.3	7.38E-13	5		u	273			0	0	0	4.73E+02
Tanaka	10.1111/j.1365-246X.2012.05412.x	Krafla	kf	kf	kf011	kf011:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT				131.90		g	83.1	2.69E-12	6		u	273			8.00E-05	0	90	4.73E+02
Tanaka	10.1111/j.1365-246X.2012.05412.x	Krafla	kf	kf	kf011	kf011:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT				136.00		g	63.8	5.96E-13	7		u	273			0	0	0	5.23E+02
Tanaka	10.1111/j.1365-246X.2012.05412.x	Krafla	kf	kf	kf011	kf011:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT				132.00		g	82.9	2.10E-12	8		u	273			8.00E-05	0	90	4.23E+02
Tanaka	10.1111/j.1365-246X.2012.05412.x	Krafla	kf	kf	kf011	kf011:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT				135.60		g	84.2	2.73E-12	9		u	273			8.00E-05	0	90	5.23E+02
